"","qseqid","UniprotID","Accession","Gene","Hostcode","Specie","Phenotype","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","Genome"
"116","MAZB01000017.1_3","D4HX67","PHI:7161","Csra","552","Erwinia_amylovora","reduced_virulence__loss_of_pathogenicity",98.4,61,1,0,1,61,1,61,4.03e-35,111,"GCA_001689725.1_ASM168972v1"
"117","MAZB01000017.1_14","D4I437","PHI:124550","Proq","552","Erwinia_amylovora","reduced_virulence",81.3,230,43,0,1,230,1,230,1.29e-120,341,"GCA_001689725.1_ASM168972v1"
"118","MAZB01000017.1_17","D2TM47","PHI:124002","Yebe","67825","Citrobacter_rodentium","unaffected_pathogenicity",87.5,289,36,0,1,289,1,289,9.83e-174,480,"GCA_001689725.1_ASM168972v1"
"119","MAZB01000175.1_8","D4HUC7","PHI:9309","Pfka","552","Erwinia_amylovora","reduced_virulence",96.7,213,7,0,1,213,108,320,1.35e-150,419,"GCA_001689725.1_ASM168972v1"
"120","MAZB01000177.1_4","D4I307","PHI:3126__PHI:9305","Argd","552","Erwinia_amylovora","loss_of_pathogenicity__reduced_virulence__unaffected_pathogenicity",88.6,404,46,0,1,404,1,404,1.01e-262,715,"GCA_001689725.1_ASM168972v1"
"121","MAZB01000181.1_3","P40720","PHI:10046","Fuma","28901","Salmonella_enterica","reduced_virulence",86.7,547,73,0,1,547,1,547,0,973,"GCA_001689725.1_ASM168972v1"
"122","MAZB01000191.1_3","P0A9E5","PHI:4876__PHI:7248","Fnr","562","Escherichia_coli","reduced_virulence",87.3,251,31,1,1,251,1,250,1.69e-156,433,"GCA_001689725.1_ASM168972v1"
"123","MAZB01000210.1_1","P21345","PHI:124242","Gltp","562","Escherichia_coli","reduced_virulence",80.6,427,83,0,1,427,1,427,2.29e-235,648,"GCA_001689725.1_ASM168972v1"
"124","MAZB01000263.1_1","E8XEV4","PHI:3723","Rnase_e","28901","Salmonella_enterica","reduced_virulence",90.5,42,4,0,1,42,217,258,1.09e-20,82.4,"GCA_001689725.1_ASM168972v1"
"125","MAZB01000039.1_7","A0A3N0URW7","PHI:125053","Ycca","1172565","Lonsdalea_populi","loss_of_pathogenicity",80.8,219,41,1,1,218,1,219,4.5e-120,338,"GCA_001689725.1_ASM168972v1"
"126","MAZB01000009.1_1","D4I230","PHI:7108__PHI:7439","Hcp-2__Eamy__3223","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",83,159,27,0,1,159,1,159,5.08e-100,283,"GCA_001689725.1_ASM168972v1"
"127","MAZB01000009.1_6","D4I234","PHI:7081__PHI:7443","Tssc-2__Eamy__3227","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",91.2,513,45,0,1,513,3,515,0,954,"GCA_001689725.1_ASM168972v1"
"128","MAZB01000009.1_7","D4I235","PHI:7080__PHI:7444","Tssb-2__Eamy__3228","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",88.3,163,19,0,1,163,1,163,1.9e-95,272,"GCA_001689725.1_ASM168972v1"
"129","MAZB01000098.1_2","A0A0H3L3K7","PHI:124471","Hvrb","553","Pantoea_ananatis","loss_of_pathogenicity",93.9,33,2,0,29,61,1,33,4.57e-14,62.8,"GCA_001689725.1_ASM168972v1"
"130","MAZB01000099.1_1","A0A380PIP1","PHI:11030","Bipa","632","Yersinia_pestis","reduced_virulence",88.8,606,68,0,1,606,1,606,0,1063,"GCA_001689725.1_ASM168972v1"
"131","MAZB01000099.1_2","P0A1P6","PHI:7742","Glna","28901","Salmonella_enterica","reduced_virulence",87.8,469,57,0,1,469,1,469,1.33e-305,844,"GCA_001689725.1_ASM168972v1"
"132","DBOK01000073.1_11","A0A0F6B1X1","PHI:7657","Pspa","28901","Salmonella_enterica","reduced_virulence__unaffected_pathogenicity",86.3,219,30,0,1,219,1,219,3.6e-116,329,"GCA_002299595.1_ASM229959v1"
"133","DBOK01000041.1_65","P19319","PHI:10516","Narz","562","Escherichia_coli","reduced_virulence",81.1,1246,234,1,1,1245,1,1246,0,2167,"GCA_002299595.1_ASM229959v1"
"134","DBOK01000041.1_66","P19318","PHI:10517","Nary","562","Escherichia_coli","reduced_virulence",84.5,504,78,0,1,504,1,504,0,927,"GCA_002299595.1_ASM229959v1"
"135","DBOK01000038.1_7","A0A6C7HPB2","PHI:10387","Sen1538","28901","Salmonella_enterica","reduced_virulence",80,30,6,0,1,30,1,30,4.55e-12,53.1,"GCA_002299595.1_ASM229959v1"
"136","DBOK01000085.1_13","Q8ZPL7","PHI:10048","Fumc","28901","Salmonella_enterica","reduced_virulence",86.4,463,63,0,1,463,1,463,4.23e-295,802,"GCA_002299595.1_ASM229959v1"
"137","DBOK01000085.1_19","W9B4Q6","PHI:6449","Oqxb","573","Klebsiella_pneumoniae","reduced_virulence",89,1043,115,0,1,1043,1,1043,0,1785,"GCA_002299595.1_ASM229959v1"
"138","DBOK01000163.1_6","A0A8E5JM30","PHI:12047","Acrd","28901","Salmonella_enterica","reduced_virulence",81.5,1035,190,1,1,1034,1,1035,0,1608,"GCA_002299595.1_ASM229959v1"
"139","DBOK01000111.1_13","P96058","PHI:560","Sira","28901","Salmonella_enterica","reduced_virulence",87.6,217,27,0,1,217,1,217,1.46e-132,370,"GCA_002299595.1_ASM229959v1"
"140","DBOK01000091.1_3","Q8ZNK8","PHI:11609","Yeie","28901","Salmonella_enterica","reduced_virulence",82.5,286,50,0,1,286,1,286,3.31e-170,471,"GCA_002299595.1_ASM229959v1"
"141","DBOK01000154.1_2","P0A964","PHI:6536","Chew","562","Escherichia_coli","unaffected_pathogenicity",89.4,161,17,0,1,161,1,161,7.09e-96,273,"GCA_002299595.1_ASM229959v1"
"142","DBOK01000154.1_5","A0A0E9B8Z9","PHI:6361","Mota","553","Pantoea_ananatis","reduced_virulence",90.8,295,27,0,1,295,1,295,9.17e-190,521,"GCA_002299595.1_ASM229959v1"
"143","DBOK01000154.1_6","Q6D6J4","PHI:124495","Flhc","29471","Pectobacterium_atrosepticum","reduced_virulence",83.3,192,32,0,1,192,1,192,8.04e-117,328,"GCA_002299595.1_ASM229959v1"
"144","DBOK01000154.1_7","L0MK13","PHI:4075","Flhd","615","Serratia_marcescens","unaffected_pathogenicity",82.8,116,19,1,1,115,1,116,3.99e-60,179,"GCA_002299595.1_ASM229959v1"
"145","DBOK01000153.1_6","P50334","PHI:124230","Dcta","28901","Salmonella_enterica","unaffected_pathogenicity",88.5,416,48,0,1,416,1,416,7.02e-254,694,"GCA_002299595.1_ASM229959v1"
"146","DBOK01000167.1_42","A0A6C7HPB2","PHI:10387","Sen1538","28901","Salmonella_enterica","reduced_virulence",87.9,58,7,0,1,58,1,58,9.64e-13,55.1,"GCA_002299595.1_ASM229959v1"
"147","DBOK01000149.1_14","H3RDZ6","PHI:12254","Nac","66269","Pantoea_stewartii","unaffected_pathogenicity",83.6,305,50,0,1,305,1,305,2.13e-177,491,"GCA_002299595.1_ASM229959v1"
"148","DENB01000061.1_4","H3RDZ6","PHI:12254","Nac","66269","Pantoea_stewartii","unaffected_pathogenicity",83.6,305,50,0,1,305,1,305,2.13e-177,491,"GCA_002359495.1_ASM235949v1"
"149","DENB01000085.1_13","P0AA28","PHI:2644","Thioredoxin_1","28901","Salmonella_enterica","reduced_virulence",89.7,107,11,0,3,109,2,108,2.15e-70,204,"GCA_002359495.1_ASM235949v1"
"150","DENB01000085.1_23","P50334","PHI:124230","Dcta","28901","Salmonella_enterica","unaffected_pathogenicity",88.5,416,48,0,1,416,1,416,7.02e-254,694,"GCA_002359495.1_ASM235949v1"
"151","DENB01000093.1_6","A0A6C7HPB2","PHI:10387","Sen1538","28901","Salmonella_enterica","reduced_virulence",80,30,6,0,1,30,1,30,4.55e-12,53.1,"GCA_002359495.1_ASM235949v1"
"152","DENB01000076.1_13","Q8ZPL7","PHI:10048","Fumc","28901","Salmonella_enterica","reduced_virulence",86.4,463,63,0,1,463,1,463,4.23e-295,802,"GCA_002359495.1_ASM235949v1"
"153","DENB01000076.1_19","W9B4Q6","PHI:6449","Oqxb","573","Klebsiella_pneumoniae","reduced_virulence",89,1043,115,0,1,1043,1,1043,0,1785,"GCA_002359495.1_ASM235949v1"
"154","DENB01000037.1_8","A0A076ZPI5","PHI:7533","Vk055_1939","573","Klebsiella_pneumoniae","unaffected_pathogenicity",86.1,361,49,1,1,361,1,360,1.6e-211,582,"GCA_002359495.1_ASM235949v1"
"155","DENB01000077.1_6","A0A6C7HPB2","PHI:10387","Sen1538","28901","Salmonella_enterica","reduced_virulence",87.9,58,7,0,1,58,1,58,9.64e-13,55.1,"GCA_002359495.1_ASM235949v1"
"156","DENB01000077.1_68","A0A0H3NBW6","PHI:11382","Katn","28901","Salmonella_enterica","reduced_virulence",81,289,55,0,1,289,1,289,6.72e-175,483,"GCA_002359495.1_ASM235949v1"
"157","DENB01000024.1_4","P0A7F6","PHI:9152","Sped","562","Escherichia_coli","unaffected_pathogenicity",83.7,264,43,0,1,264,1,264,1.76e-166,460,"GCA_002359495.1_ASM235949v1"
"158","DENB01000036.1_10","P17750","PHI:11381","Katg","28901","Salmonella_enterica","reduced_virulence",84,727,115,1,1,727,1,726,0,1241,"GCA_002359495.1_ASM235949v1"
"159","DENB01000034.1_7","A0A8E5JM30","PHI:12047","Acrd","28901","Salmonella_enterica","reduced_virulence",81.5,1035,190,1,1,1034,1,1035,0,1608,"GCA_002359495.1_ASM235949v1"
"160","DICA01000030.1_1","D4I234","PHI:7081__PHI:7443","Tssc-2__Eamy__3227","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",95.4,283,13,0,1,283,233,515,1.91e-203,564,"GCA_002415165.1_ASM241516v1"
"161","DICA01000030.1_5","D4I230","PHI:7108__PHI:7439","Hcp-2__Eamy__3223","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",84,163,26,0,1,163,1,163,4.76e-104,293,"GCA_002415165.1_ASM241516v1"
"162","DICA01000030.1_21","D4I221","PHI:7083__PHI:7430","Tssf-2__Eamy__3214","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",86.2,589,81,0,1,589,1,589,0,1061,"GCA_002415165.1_ASM241516v1"
"163","DICA01000030.1_22","D4I220","PHI:7085__PHI:7429","Tssg-2__Eamy__3213","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",80.6,360,69,1,1,359,1,360,1.97e-214,589,"GCA_002415165.1_ASM241516v1"
"164","DICA01000030.1_42","D4I208","PHI:7079__PHI:7417","Tssa-3__Eamy__3201","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",83.9,31,5,0,7,37,7,37,8.18e-13,58.2,"GCA_002415165.1_ASM241516v1"
"165","DICA01000005.1_1","D4I208","PHI:7079__PHI:7417","Tssa-3__Eamy__3201","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",83.9,31,5,0,7,37,7,37,8.18e-13,58.2,"GCA_002415165.1_ASM241516v1"
"166","DICA01000008.1_35","W9B4Q6","PHI:6449","Oqxb","573","Klebsiella_pneumoniae","reduced_virulence",86.5,1050,142,0,1,1050,1,1050,0,1751,"GCA_002415165.1_ASM241516v1"
"167","DICA01000009.1_146","C0LTR9","PHI:123409","Tolc","562","Escherichia_coli","reduced_virulence",80.8,464,87,1,1,462,3,466,2.25e-255,704,"GCA_002415165.1_ASM241516v1"
"168","DICA01000009.1_147","D2TRN3","PHI:124003","Ygib","67825","Citrobacter_rodentium","unaffected_pathogenicity",81,189,35,1,1,188,1,189,1.49e-104,300,"GCA_002415165.1_ASM241516v1"
"169","DICA01000009.1_157","Q7CGG8","PHI:4186","Ypo0656","632","Yersinia_pestis","reduced_virulence",82.8,87,14,1,1,87,1,86,1.35e-41,130,"GCA_002415165.1_ASM241516v1"
"170","DICA01000016.1_60","H3RDZ6","PHI:12254","Nac","66269","Pantoea_stewartii","unaffected_pathogenicity",83,305,52,0,1,305,1,305,2.48e-176,488,"GCA_002415165.1_ASM241516v1"
"171","DICA01000016.1_208","H3RDJ5","PHI:12255","Rcsa","66269","Pantoea_stewartii","reduced_virulence",87.2,211,27,0,1,211,1,211,4.98e-134,373,"GCA_002415165.1_ASM241516v1"
"172","DICA01000016.1_315","L0MK13","PHI:4075","Flhd","615","Serratia_marcescens","unaffected_pathogenicity",85.3,116,17,0,1,116,1,116,3.18e-64,189,"GCA_002415165.1_ASM241516v1"
"173","DICA01000016.1_316","Q6D6J4","PHI:124495","Flhc","29471","Pectobacterium_atrosepticum","reduced_virulence",81.3,192,36,0,1,192,1,192,1.22e-111,315,"GCA_002415165.1_ASM241516v1"
"174","DICA01000016.1_317","A0A0E9B8Z9","PHI:6361","Mota","553","Pantoea_ananatis","reduced_virulence",89.1,293,32,0,1,293,1,293,1.14e-183,506,"GCA_002415165.1_ASM241516v1"
"175","DICA01000016.1_320","P0A964","PHI:6536","Chew","562","Escherichia_coli","unaffected_pathogenicity",86.3,160,22,0,1,160,1,160,3.22e-92,264,"GCA_002415165.1_ASM241516v1"
"176","DICA01000016.1_325","P04042","PHI:6461","Cheb","28901","Salmonella_enterica","reduced_virulence",85.4,349,51,0,1,349,1,349,4.19e-213,585,"GCA_002415165.1_ASM241516v1"
"177","DICA01000016.1_326","P0A2D5","PHI:8732__PHI:10049","Chey","28901","Salmonella_enterica","reduced_virulence",89.1,129,14,0,1,129,1,129,3.15e-79,228,"GCA_002415165.1_ASM241516v1"
"178","DICA01000016.1_327","P07800","PHI:10050","Chez","28901","Salmonella_enterica","reduced_virulence",81,205,39,0,10,214,10,214,8.02e-114,322,"GCA_002415165.1_ASM241516v1"
"179","DICA01000016.1_329","P40729","PHI:8731","Flha","28901","Salmonella_enterica","reduced_virulence",87.1,692,87,2,1,691,1,691,0,1136,"GCA_002415165.1_ASM241516v1"
"180","DICA01000016.1_350","A0A0H3B439","PHI:5013","Znub","633","Yersinia_pseudotuberculosis","reduced_virulence",81.4,258,48,0,1,258,1,258,2.46e-138,388,"GCA_002415165.1_ASM241516v1"
"181","DICA01000016.1_351","P0A9X1","PHI:11007","Znuc","562","Escherichia_coli","reduced_virulence",83,247,42,0,3,249,1,247,3.58e-147,410,"GCA_002415165.1_ASM241516v1"
"182","DICA01000016.1_362","Q6D4B5","PHI:11149","Eda","29471","Pectobacterium_atrosepticum","reduced_virulence",82.5,212,37,0,1,212,1,212,1.15e-126,355,"GCA_002415165.1_ASM241516v1"
"183","DICA01000016.1_363","P33221","PHI:8653","Purt","562","Escherichia_coli","unaffected_pathogenicity__reduced_virulence",80.9,392,75,0,22,413,1,392,3.89e-229,630,"GCA_002415165.1_ASM241516v1"
"184","DICA01000016.1_383","D4I437","PHI:124550","Proq","552","Erwinia_amylovora","reduced_virulence",82.6,230,40,0,1,230,1,230,2.14e-119,338,"GCA_002415165.1_ASM241516v1"
"185","DICA01000016.1_384","P23865","PHI:9896","Prc","562","Escherichia_coli","reduced_virulence",82.2,673,119,1,1,672,1,673,0,1090,"GCA_002415165.1_ASM241516v1"
"186","DICA01000016.1_385","D2TM47","PHI:124002","Yebe","67825","Citrobacter_rodentium","unaffected_pathogenicity",91.3,289,25,0,1,289,1,289,2.3e-183,504,"GCA_002415165.1_ASM241516v1"
"187","DICA01000036.1_1","D4I234","PHI:7081__PHI:7443","Tssc-2__Eamy__3227","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",95.1,283,14,0,1,283,233,515,5.47e-203,563,"GCA_002415165.1_ASM241516v1"
"188","DICA01000036.1_5","D4I230","PHI:7108__PHI:7439","Hcp-2__Eamy__3223","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",84.7,163,25,0,1,163,1,163,3.35e-104,294,"GCA_002415165.1_ASM241516v1"
"189","DICA01000036.1_6","D4I229","PHI:7094__PHI:7438","Clpv-2__Eamy__3222","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",80.6,31,6,0,15,45,1,31,2.07e-10,52.8,"GCA_002415165.1_ASM241516v1"
"190","DICA01000025.1_8","D4I0R4","PHI:7103__PHI:7413","Tssl-1__Eamy__3025","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",85.2,399,59,0,14,412,15,413,3.53e-253,691,"GCA_002415165.1_ASM241516v1"
"191","DICA01000025.1_9","D4I0R3","PHI:7090__PHI:7412","Tssm-1__Eamy__3024","552","Erwinia_amylovora","reduced_virulence__effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)",80.9,1214,220,6,1,1206,1,1210,0,1958,"GCA_002415165.1_ASM241516v1"
"192","DICA01000025.1_12","D4I0R0","PHI:7098__PHI:7409","Tssb-1__Eamy__3021","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",90,170,17,0,1,170,1,170,8.17e-107,301,"GCA_002415165.1_ASM241516v1"
"193","DICA01000025.1_13","D4I0Q9","PHI:7099__PHI:7408","Tssc-1__Eamy__3020","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",95.2,499,24,0,1,499,1,499,0,964,"GCA_002415165.1_ASM241516v1"
"194","DICA01000025.1_14","W8DVN3","PHI:3408","Tssd","553","Pantoea_ananatis","unaffected_pathogenicity",85,160,24,0,1,160,1,160,3.5e-100,283,"GCA_002415165.1_ASM241516v1"
"195","DICA01000025.1_26","D4I0Q0","PHI:7399","Eamy__3011","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",82.6,264,46,0,1,264,1,264,1.96e-164,454,"GCA_002415165.1_ASM241516v1"
"196","DICA01000025.1_30","D4I0P6","PHI:7101__PHI:7395","Tssf-1__Eamy__3007","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",80.8,625,119,1,1,625,1,624,0,1024,"GCA_002415165.1_ASM241516v1"
"197","DICA01000025.1_32","D4I0P4","PHI:7106__PHI:7393","Clpv-1__Eamy__3005","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",90.7,871,80,1,1,870,1,871,0,1528,"GCA_002415165.1_ASM241516v1"
"198","DICA01000025.1_38","D4I0N9","PHI:7092","Vgrg-1","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)",80.2,636,125,1,1,635,1,636,0,1055,"GCA_002415165.1_ASM241516v1"
"199","MTCH01000138.1_15","P33221","PHI:8653","Purt","562","Escherichia_coli","unaffected_pathogenicity__reduced_virulence",88,92,11,0,1,92,1,92,9.76e-48,154,"GCA_002752575.1_ASM275257v1"
"200","MTCH01000004.1_44","P96058","PHI:560","Sira","28901","Salmonella_enterica","reduced_virulence",86.6,217,29,0,1,217,1,217,8.05e-130,363,"GCA_002752575.1_ASM275257v1"
"201","MTCH01000004.1_60","A0A6C7HPB2","PHI:10387","Sen1538","28901","Salmonella_enterica","reduced_virulence",83.3,30,5,0,1,30,1,30,9.95e-11,50.1,"GCA_002752575.1_ASM275257v1"
"202","MTCH01000165.1_2","H9L4I8","PHI:11152","Hcp2","28901","Salmonella_enterica","reduced_virulence__increased_virulence_(hypervirulence)",82.5,160,28,0,4,163,5,164,1.38e-89,258,"GCA_002752575.1_ASM275257v1"
"203","MTCH01000017.1_19","P21345","PHI:124242","Gltp","562","Escherichia_coli","reduced_virulence",81.7,427,78,0,1,427,1,427,3.59e-239,658,"GCA_002752575.1_ASM275257v1"
"204","MTCH01000017.1_20","P27550","PHI:9227","Acs","562","Escherichia_coli","reduced_virulence__unaffected_pathogenicity",87.4,651,82,0,1,651,1,651,0,1195,"GCA_002752575.1_ASM275257v1"
"205","MTCH01000017.1_22","P32705","PHI:9229","Actp","562","Escherichia_coli","reduced_virulence__unaffected_pathogenicity",86,549,76,1,4,552,2,549,0,897,"GCA_002752575.1_ASM275257v1"
"206","MTCH01000204.1_4","W8ZK20","PHI:9198","Yegn","562","Escherichia_coli","reduced_virulence",88.6,229,26,0,1,229,1,229,2.73e-128,385,"GCA_002752575.1_ASM275257v1"
"207","MTCH01000015.1_3","Q8ZPL7","PHI:10048","Fumc","28901","Salmonella_enterica","reduced_virulence",85.7,463,66,0,1,463,1,463,1.16e-292,796,"GCA_002752575.1_ASM275257v1"
"208","MTCH01000015.1_8","P19642","PHI:4631","Pafp","562","Escherichia_coli","reduced_virulence",84.3,523,81,1,7,528,8,530,6.9e-305,867,"GCA_002752575.1_ASM275257v1"
"209","MTCH01000018.1_24","A0A0F6B6Z9","PHI:6979","Aer","28901","Salmonella_enterica","reduced_virulence",80.4,51,10,0,479,529,354,404,2.21e-14,74.7,"GCA_002752575.1_ASM275257v1"
"210","MTCH01000023.1_27","A0A0F6B6Z8","PHI:6984","Mcpc","28901","Salmonella_enterica","reduced_virulence",83.7,43,7,0,516,558,364,406,7.98e-11,63.5,"GCA_002752575.1_ASM275257v1"
"211","MTCH01000032.1_5","P50334","PHI:124230","Dcta","28901","Salmonella_enterica","unaffected_pathogenicity",89.4,415,44,0,1,415,1,415,3.63e-255,697,"GCA_002752575.1_ASM275257v1"
"212","MTCH01000042.1_14","A0A0F6B1X0","PHI:7658","Pspb","28901","Salmonella_enterica","reduced_virulence",81.1,74,13,1,1,74,1,73,2.52e-35,113,"GCA_002752575.1_ASM275257v1"
"213","MTCH01000042.1_15","A0A0F6B1X1","PHI:7657","Pspa","28901","Salmonella_enterica","reduced_virulence__unaffected_pathogenicity",86.8,219,29,0,1,219,1,219,5.37e-118,333,"GCA_002752575.1_ASM275257v1"
"214","MTCH01000043.1_8","J9XY03","PHI:9947","Eha","636","Edwardsiella_tarda","reduced_virulence",92.4,66,5,0,13,78,1,66,2.83e-39,125,"GCA_002752575.1_ASM275257v1"
"215","MTCH01000043.1_24","D4I235","PHI:7080__PHI:7444","Tssb-2__Eamy__3228","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",80.6,165,32,0,1,165,1,165,2.75e-88,254,"GCA_002752575.1_ASM275257v1"
"216","MTCH01000043.1_25","D4I234","PHI:7081__PHI:7443","Tssc-2__Eamy__3227","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",87.5,513,64,0,1,513,3,515,0,916,"GCA_002752575.1_ASM275257v1"
"217","MTCH01000043.1_29","D4I230","PHI:7108__PHI:7439","Hcp-2__Eamy__3223","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",84.7,163,25,0,1,163,1,163,1.42e-105,297,"GCA_002752575.1_ASM275257v1"
"218","MTCH01000048.1_26","L0MK13","PHI:4075","Flhd","615","Serratia_marcescens","unaffected_pathogenicity",81,116,21,1,1,115,1,116,4.15e-60,179,"GCA_002752575.1_ASM275257v1"
"219","MTCH01000048.1_27","Q6D6J4","PHI:124495","Flhc","29471","Pectobacterium_atrosepticum","reduced_virulence",82.3,192,34,0,1,192,1,192,2.57e-113,319,"GCA_002752575.1_ASM275257v1"
"220","MTCH01000048.1_28","A0A0E9B8Z9","PHI:6361","Mota","553","Pantoea_ananatis","reduced_virulence",86.7,293,38,1,1,292,1,293,4.07e-179,494,"GCA_002752575.1_ASM275257v1"
"221","MTCH01000048.1_31","P0A964","PHI:6536","Chew","562","Escherichia_coli","unaffected_pathogenicity",87.8,164,20,0,1,164,1,164,1.43e-95,272,"GCA_002752575.1_ASM275257v1"
"222","MTCH01000088.1_2","D4I0Q0","PHI:7399","Eamy__3011","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",91.3,264,23,0,1,264,1,264,8.31e-182,498,"GCA_002752575.1_ASM275257v1"
"223","MTCH01000088.1_5","D4I0P7","PHI:7100__PHI:7396","Tsse-1__Eamy__3008","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",88.3,188,22,0,1,188,1,188,9.2e-121,338,"GCA_002752575.1_ASM275257v1"
