"","contig_id","contig_length","provirus","proviral_length","gene_count","viral_genes","host_genes","checkv_quality","miuvig_quality","completeness","completeness_method","contamination","kmer_freq","warnings","Genome","contig_fasta","Genomefasta"
"116","DOOK01000450.1",7984,"No",NA,7,0,5,"Low-quality","Genome-fragment",4.72,"AAI-based","(medium-confidence)",0,"1","CheckV/GCA_003512805.1_ASM351280v1","DOOK01000450.1","CheckV/GCA_003512805.1"
"117","DOOK01000319.1",2881,"No",NA,4,0,0,"Low-quality","Genome-fragment",1.63,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_003512805.1_ASM351280v1","DOOK01000319.1","CheckV/GCA_003512805.1"
"118","DOOK01000323.1",4445,"No",NA,11,10,0,"Low-quality","Genome-fragment",12.69,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_003512805.1_ASM351280v1","DOOK01000323.1","CheckV/GCA_003512805.1"
"119","DOOK01000040.1",9500,"No",NA,7,1,6,"Low-quality","Genome-fragment",6.45,"AAI-based","(medium-confidence)",0,"1","CheckV/GCA_003512805.1_ASM351280v1","DOOK01000040.1","CheckV/GCA_003512805.1"
"120","DOOK01000089.1",8474,"No",NA,9,6,0,"Low-quality","Genome-fragment",24.99,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_003512805.1_ASM351280v1","DOOK01000089.1","CheckV/GCA_003512805.1"
"121","DOOK01000342.1|provirus_1_6790",6790,"No",NA,8,7,0,"Low-quality","Genome-fragment",3.58,"AAI-based","(medium-confidence)",0,"1.01","CheckV/GCA_003512805.1_ASM351280v1","DOOK01000342.1","CheckV/GCA_003512805.1"
"122","CP033106.1|provirus_2331111_2386608",55498,"No",NA,87,50,0,"High-quality","High-quality",100,"AAI-based","(medium-confidence)",0,"1","CheckV/GCA_009676845.1_ASM967684v1","CP033106.1","CheckV/GCA_009676845.1"
"123","SEZU01000439.1",5199,"No",NA,9,4,0,"Low-quality","Genome-fragment",7.43,"HMM-based","(lower-bound)",0,"1.05","CheckV/GCA_012027475.1_ASM1202747v1","SEZU01000439.1","CheckV/GCA_012027475.1"
"124","SEZU01000390.1",3466,"No",NA,6,0,1,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCA_012027475.1_ASM1202747v1","SEZU01000390.1","CheckV/GCA_012027475.1"
"125","SEZU01000438.1",4021,"Yes",3354,8,6,1,"Low-quality","Genome-fragment",3.41,"HMM-based","(lower-bound)",16.59,"1.06","CheckV/GCA_012027475.1_ASM1202747v1","SEZU01000438.1","CheckV/GCA_012027475.1"
"126","SEZU01000411.1",3136,"No",NA,7,0,1,"Not-determined","Genome-fragment",NA,NA,"0.0",1.02,"no","CheckV/GCA_012027475.1_ASM1202747v1","SEZU01000411.1","CheckV/GCA_012027475.1"
"127","SEZU01000422.1",9524,"No",NA,12,0,6,"Not-determined","Genome-fragment",NA,NA,"0.0",1.01,"no","CheckV/GCA_012027475.1_ASM1202747v1","SEZU01000422.1","CheckV/GCA_012027475.1"
"128","SEZU01000560.1",4365,"No",NA,7,5,0,"Low-quality","Genome-fragment",12.39,"AAI-based","(medium-confidence)",0,"1.04","CheckV/GCA_012027475.1_ASM1202747v1","SEZU01000560.1","CheckV/GCA_012027475.1"
"129","SEZU01000400.1",9195,"Yes",5601,16,3,2,"Low-quality","Genome-fragment",6.03,"HMM-based","(lower-bound)",39.09,"1.22","CheckV/GCA_012027475.1_ASM1202747v1","SEZU01000400.1","CheckV/GCA_012027475.1"
"130","SEZU01000387.1",2579,"No",NA,5,1,0,"Low-quality","Genome-fragment",6.53,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCA_012027475.1_ASM1202747v1","SEZU01000387.1","CheckV/GCA_012027475.1"
"131","SEZU01000077.1",2535,"No",NA,6,1,0,"Low-quality","Genome-fragment",6.84,"HMM-based","(lower-bound)",0,"1.05","CheckV/GCA_012027475.1_ASM1202747v1","SEZU01000077.1","CheckV/GCA_012027475.1"
"132","SEZU01000097.1",2139,"No",NA,4,1,0,"Low-quality","Genome-fragment",5.69,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCA_012027475.1_ASM1202747v1","SEZU01000097.1","CheckV/GCA_012027475.1"
"133","SEZU01000393.1",1433,"No",NA,4,1,0,"Low-quality","Genome-fragment",2.4,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCA_012027475.1_ASM1202747v1","SEZU01000393.1","CheckV/GCA_012027475.1"
"134","SEZU01000336.1",1352,"Yes",224,3,1,2,"Low-quality","Genome-fragment",0.13,"HMM-based","(lower-bound)",83.43,"1.0","CheckV/GCA_012027475.1_ASM1202747v1","SEZU01000336.1","CheckV/GCA_012027475.1"
"135","SEZU01000084.1",6423,"No",NA,10,1,0,"Low-quality","Genome-fragment",4.32,"AAI-based","(high-confidence)",0,"1.03","CheckV/GCA_012027475.1_ASM1202747v1","SEZU01000084.1","CheckV/GCA_012027475.1"
"136","JACSWU010000120.1",9829,"Yes",6404,8,4,2,"Low-quality","Genome-fragment",13.27,"AAI-based","(high-confidence)",34.85,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000120.1","CheckV/GCA_014353905.1"
"137","JACSWU010000189.1",7739,"Yes",7151,9,8,1,"Low-quality","Genome-fragment",20.86,"AAI-based","(high-confidence)",7.6,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000189.1","CheckV/GCA_014353905.1"
"138","JACSWU010000219.1",7215,"No",NA,10,8,0,"Low-quality","Genome-fragment",14.86,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000219.1","CheckV/GCA_014353905.1"
"139","JACSWU010000022.1",18397,"No",NA,24,21,0,"Low-quality","Genome-fragment",39.35,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000022.1","CheckV/GCA_014353905.1"
"140","JACSWU010000238.1",6745,"No",NA,9,5,0,"Low-quality","Genome-fragment",16.21,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000238.1","CheckV/GCA_014353905.1"
"141","JACSWU010000244.1",6626,"Yes",5175,10,1,1,"Low-quality","Genome-fragment",3.35,"HMM-based","(lower-bound)",21.9,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000244.1","CheckV/GCA_014353905.1"
"142","JACSWU010000278.1",5975,"Yes",4364,8,4,3,"Low-quality","Genome-fragment",2.34,"AAI-based","(medium-confidence)",26.96,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000278.1","CheckV/GCA_014353905.1"
"143","JACSWU010000411.1",4177,"No",NA,2,2,0,"Low-quality","Genome-fragment",1.84,"AAI-based","(medium-confidence)",0,"1.01","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000411.1","CheckV/GCA_014353905.1"
"144","JACSWU010000427.1",4048,"No",NA,5,5,0,"Low-quality","Genome-fragment",8.02,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000427.1","CheckV/GCA_014353905.1"
"145","JACSWU010000429.1",3954,"No",NA,7,3,0,"Low-quality","Genome-fragment",8.07,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000429.1","CheckV/GCA_014353905.1"
"146","JACSWU010000447.1",3798,"No",NA,3,0,2,"Low-quality","Genome-fragment",1.15,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000447.1","CheckV/GCA_014353905.1"
"147","JACSWU010000482.1",3574,"Yes",1609,3,1,2,"Low-quality","Genome-fragment",0.59,"HMM-based","(lower-bound)",54.98,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000482.1","CheckV/GCA_014353905.1"
"148","JACSWU010000489.1",3443,"No",NA,2,2,0,"Low-quality","Genome-fragment",7.01,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000489.1","CheckV/GCA_014353905.1"
"149","JACSWU010000511.1",3333,"No",NA,6,4,0,"Low-quality","Genome-fragment",7.59,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000511.1","CheckV/GCA_014353905.1"
"150","JACSWU010000052.1",14575,"No",NA,21,9,1,"Low-quality","Genome-fragment",25.73,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000052.1","CheckV/GCA_014353905.1"
"151","JACSWU010000573.1",2805,"No",NA,6,4,0,"Low-quality","Genome-fragment",8.65,"AAI-based","(high-confidence)",0,"1.04","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000573.1","CheckV/GCA_014353905.1"
"152","JACSWU010000606.1",2520,"No",NA,4,3,0,"Low-quality","Genome-fragment",5.1,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000606.1","CheckV/GCA_014353905.1"
"153","JACSWU010000614.1",2505,"No",NA,3,0,3,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000614.1","CheckV/GCA_014353905.1"
"154","JACSWU010000633.1",2370,"No",NA,5,4,0,"Low-quality","Genome-fragment",7.02,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000633.1","CheckV/GCA_014353905.1"
"155","JACSWU010000688.1",2092,"No",NA,2,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000688.1","CheckV/GCA_014353905.1"
"156","JACSWU010000693.1",2001,"No",NA,3,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000693.1","CheckV/GCA_014353905.1"
"157","JACSWU010000825.1",1144,"No",NA,2,2,0,"Low-quality","Genome-fragment",3.28,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000825.1","CheckV/GCA_014353905.1"
"158","JACSWU010000857.1",1099,"No",NA,1,1,0,"Low-quality","Genome-fragment",0.98,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000857.1","CheckV/GCA_014353905.1"
"159","JACSWU010000089.1",11444,"Yes",7018,15,6,4,"Low-quality","Genome-fragment",9.01,"HMM-based","(lower-bound)",38.68,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000089.1","CheckV/GCA_014353905.1"
"160","JACSWU010000090.1",11493,"No",NA,22,8,0,"Low-quality","Genome-fragment",21.42,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000090.1","CheckV/GCA_014353905.1"
"161","JACSWU010000939.1",710,"No",NA,1,0,0,"Low-quality","Genome-fragment",1.24,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCA_014353905.1_ASM1435390v1","JACSWU010000939.1","CheckV/GCA_014353905.1"
"162","JAATFZ010000148.1",6856,"No",NA,6,0,4,"Low-quality","Genome-fragment",2.61,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCA_015654895.1_ASM1565489v1","JAATFZ010000148.1","CheckV/GCA_015654895.1"
"163","JAATFZ010000577.1",3324,"No",NA,2,0,2,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCA_015654895.1_ASM1565489v1","JAATFZ010000577.1","CheckV/GCA_015654895.1"
"164","JAEUXA010000001.1|provirus_147695_225154",77460,"Yes",74505,113,62,11,"High-quality","High-quality",100,"AAI-based","(high-confidence)",3.81,"1","CheckV/GCA_016925695.1_ASM1692569v1","JAEUXA010000001.1","CheckV/GCA_016925695.1"
"165","JAEUXA010000001.1|provirus_1125130_1139407",14278,"No",NA,23,17,1,"Low-quality","Genome-fragment",42.49,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_016925695.1_ASM1692569v1","JAEUXA010000001.1","CheckV/GCA_016925695.1"
"166","JAEUXA010000001.1|provirus_2203108_2235178",32071,"Yes",29689,46,24,2,"High-quality","High-quality",99.68,"AAI-based","(high-confidence)",7.43,"1","CheckV/GCA_016925695.1_ASM1692569v1","JAEUXA010000001.1","CheckV/GCA_016925695.1"
"167","JAEUXA010000001.1|provirus_2574146_2624524",50379,"No",NA,94,52,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.03","CheckV/GCA_016925695.1_ASM1692569v1","JAEUXA010000001.1","CheckV/GCA_016925695.1"
"168","JAEUXA010000001.1|provirus_2771261_2814167",42907,"No",NA,61,39,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_016925695.1_ASM1692569v1","JAEUXA010000001.1","CheckV/GCA_016925695.1"
"169","JAEUXA010000001.1|provirus_2992923_3026109",33187,"No",NA,58,28,0,"High-quality","High-quality",95.55,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_016925695.1_ASM1692569v1","JAEUXA010000001.1","CheckV/GCA_016925695.1"
"170","JAEUXA010000001.1|provirus_3897691_3957408",59718,"No",NA,91,46,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.04","CheckV/GCA_016925695.1_ASM1692569v1","JAEUXA010000001.1","CheckV/GCA_016925695.1"
"171","CP066780.1|provirus_3416083_3431456",15374,"No",NA,19,8,1,"Low-quality","Genome-fragment",27.51,"AAI-based","(medium-confidence)",0,"1","CheckV/GCA_017161525.1_ASM1716152v1","CP066780.1","CheckV/GCA_017161525.1"
"172","CP076593.1|provirus_1226176_1241549",15374,"No",NA,19,8,1,"Low-quality","Genome-fragment",27.51,"AAI-based","(medium-confidence)",0,"1","CheckV/GCA_023612735.1_ASM2361273v1","CP076593.1","CheckV/GCA_023612735.1"
"173","DALYOG010000174.1",8684,"No",NA,13,7,0,"Low-quality","Genome-fragment",24.18,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCA_031974815.1_ASM3197481v1","DALYOG010000174.1","CheckV/GCA_031974815.1"
"174","DALYOG010000177.1",8597,"No",NA,10,0,2,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCA_031974815.1_ASM3197481v1","DALYOG010000177.1","CheckV/GCA_031974815.1"
"175","DALYOG010000211.1",7372,"No",NA,6,0,2,"Low-quality","Genome-fragment",3.91,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCA_031974815.1_ASM3197481v1","DALYOG010000211.1","CheckV/GCA_031974815.1"
"176","DALYOG010000235.1",6707,"Yes",1236,6,1,5,"Low-quality","Genome-fragment",0.33,"AAI-based","(medium-confidence)",81.57,"1.0","CheckV/GCA_031974815.1_ASM3197481v1","DALYOG010000235.1","CheckV/GCA_031974815.1"
"177","DALYOG010000241.1",6491,"No",NA,9,4,0,"Low-quality","Genome-fragment",15.34,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCA_031974815.1_ASM3197481v1","DALYOG010000241.1","CheckV/GCA_031974815.1"
"178","DALYOG010000255.1",5787,"Yes",1346,6,1,4,"Low-quality","Genome-fragment",0.87,"HMM-based","(lower-bound)",76.74,"1.0","CheckV/GCA_031974815.1_ASM3197481v1","DALYOG010000255.1","CheckV/GCA_031974815.1"
"179","DALYOG010000280.1",4906,"No",NA,7,3,0,"Low-quality","Genome-fragment",8.79,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCA_031974815.1_ASM3197481v1","DALYOG010000280.1","CheckV/GCA_031974815.1"
"180","DALYOG010000324.1",3886,"No",NA,6,0,1,"Low-quality","Genome-fragment",2.11,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCA_031974815.1_ASM3197481v1","DALYOG010000324.1","CheckV/GCA_031974815.1"
"181","DALYOG010000017.1|provirus_16727_28297",11571,"No",NA,20,10,0,"Low-quality","Genome-fragment",23.29,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCA_031974815.1_ASM3197481v1","DALYOG010000017.1","CheckV/GCA_031974815.1"
"182","DALYOG010000078.1|provirus_1_9364",9364,"No",NA,11,9,0,"Low-quality","Genome-fragment",21.89,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCA_031974815.1_ASM3197481v1","DALYOG010000078.1","CheckV/GCA_031974815.1"
"183","DALYOG010000095.1|provirus_4827_12918",8092,"Yes",5302,10,5,1,"Low-quality","Genome-fragment",3.1,"AAI-based","(medium-confidence)",34.48,"1.0","CheckV/GCA_031974815.1_ASM3197481v1","DALYOG010000095.1","CheckV/GCA_031974815.1"
"184","DALZNU010000129.1",10019,"Yes",6441,13,8,2,"Low-quality","Genome-fragment",15.48,"AAI-based","(medium-confidence)",35.71,"1.0","CheckV/GCA_032005465.1_ASM3200546v1","DALZNU010000129.1","CheckV/GCA_032005465.1"
"185","DALZNU010000184.1",8069,"No",NA,9,0,2,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCA_032005465.1_ASM3200546v1","DALZNU010000184.1","CheckV/GCA_032005465.1"
"186","DALZNU010000247.1",6651,"No",NA,6,1,3,"Low-quality","Genome-fragment",4.49,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCA_032005465.1_ASM3200546v1","DALZNU010000247.1","CheckV/GCA_032005465.1"
"187","DALZNU010000252.1",6608,"No",NA,8,6,0,"Low-quality","Genome-fragment",15.59,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCA_032005465.1_ASM3200546v1","DALZNU010000252.1","CheckV/GCA_032005465.1"
"188","DALZNU010000290.1",5868,"Yes",2594,10,1,5,"Low-quality","Genome-fragment",1.52,"HMM-based","(lower-bound)",55.79,"1.0","CheckV/GCA_032005465.1_ASM3200546v1","DALZNU010000290.1","CheckV/GCA_032005465.1"
"189","DALZNU010000295.1",5736,"Yes",4797,6,5,1,"Low-quality","Genome-fragment",5.51,"HMM-based","(lower-bound)",16.37,"1.02","CheckV/GCA_032005465.1_ASM3200546v1","DALZNU010000295.1","CheckV/GCA_032005465.1"
"190","DALZNU010000422.1",3575,"No",NA,4,0,2,"Low-quality","Genome-fragment",1.28,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCA_032005465.1_ASM3200546v1","DALZNU010000422.1","CheckV/GCA_032005465.1"
"191","DALZNU010000484.1",2827,"No",NA,3,0,2,"Low-quality","Genome-fragment",1.74,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCA_032005465.1_ASM3200546v1","DALZNU010000484.1","CheckV/GCA_032005465.1"
"192","CP142261.1|provirus_1223095_1312971",89877,"No",NA,152,86,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCA_036865865.1_ASM3686586v1","CP142261.1","CheckV/GCA_036865865.1"
"193","CP142261.1|provirus_1754219_1804420",50202,"No",NA,83,48,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_036865865.1_ASM3686586v1","CP142261.1","CheckV/GCA_036865865.1"
"194","CP142261.1|provirus_1871014_1881750",10737,"No",NA,15,10,0,"Low-quality","Genome-fragment",29.85,"AAI-based","(medium-confidence)",0,"1","CheckV/GCA_036865865.1_ASM3686586v1","CP142261.1","CheckV/GCA_036865865.1"
"195","CP142261.1|provirus_3791890_3805074",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCA_036865865.1_ASM3686586v1","CP142261.1","CheckV/GCA_036865865.1"
"196","CP142291.1|provirus_1722072_1771296",49225,"No",NA,78,43,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_036866075.1_ASM3686607v1","CP142291.1","CheckV/GCA_036866075.1"
"197","CP142291.1|provirus_1840122_1848049",7928,"No",NA,12,7,0,"Low-quality","Genome-fragment",19.13,"AAI-based","(medium-confidence)",0,"1","CheckV/GCA_036866075.1_ASM3686607v1","CP142291.1","CheckV/GCA_036866075.1"
"198","CP142291.1|provirus_1933325_1966097",32773,"No",NA,45,21,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_036866075.1_ASM3686607v1","CP142291.1","CheckV/GCA_036866075.1"
"199","CP142291.1|provirus_3232934_3273513",40580,"No",NA,70,25,2,"High-quality","High-quality",98.08,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCA_036866075.1_ASM3686607v1","CP142291.1","CheckV/GCA_036866075.1"
"200","CP142291.1|provirus_3813396_3826578",13183,"No",NA,25,20,0,"Low-quality","Genome-fragment",39.74,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCA_036866075.1_ASM3686607v1","CP142291.1","CheckV/GCA_036866075.1"
"201","JAZBKD010000092.1",2793,"No",NA,4,3,0,"Low-quality","Genome-fragment",1.43,"AAI-based","(medium-confidence)",0,"1","CheckV/GCA_037031965.1_ASM3703196v1","JAZBKD010000092.1","CheckV/GCA_037031965.1"
"202","JAZBKD010000017.1|provirus_35508_49533",14026,"No",NA,20,15,1,"Low-quality","Genome-fragment",41.87,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_037031965.1_ASM3703196v1","JAZBKD010000017.1","CheckV/GCA_037031965.1"
"203","JAZBKI010000040.1",46901,"No",NA,67,38,0,"Complete","High-quality",100,"DTR","(high-confidence)",0,"1","CheckV/GCA_037031985.1_ASM3703198v1","JAZBKI010000040.1","CheckV/GCA_037031985.1"
"204","JAZBKI010000070.1",3081,"No",NA,5,4,0,"Low-quality","Genome-fragment",8.91,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_037031985.1_ASM3703198v1","JAZBKI010000070.1","CheckV/GCA_037031985.1"
"205","JAZBKI010000014.1|provirus_100220_109062",8843,"No",NA,14,9,1,"Low-quality","Genome-fragment",27.06,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_037031985.1_ASM3703198v1","JAZBKI010000014.1","CheckV/GCA_037031985.1"
"206","JAZBKT010000022.1|provirus_33273_48034",14762,"No",NA,21,16,1,"Low-quality","Genome-fragment",44.02,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_037032905.1_ASM3703290v1","JAZBKT010000022.1","CheckV/GCA_037032905.1"
"207","JAZBKT010000039.1|provirus_132_7181",7050,"Yes",6093,9,5,1,"Low-quality","Genome-fragment",6.99,"HMM-based","(lower-bound)",13.57,"1","CheckV/GCA_037032905.1_ASM3703290v1","JAZBKT010000039.1","CheckV/GCA_037032905.1"
"208","JAZBMC010000073.1",18269,"No",NA,21,15,0,"Medium-quality","Genome-fragment",60.54,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_037033565.1_ASM3703356v1","JAZBMC010000073.1","CheckV/GCA_037033565.1"
"209","JAZBMC010000104.1",7773,"No",NA,11,10,0,"Low-quality","Genome-fragment",20.2,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_037033565.1_ASM3703356v1","JAZBMC010000104.1","CheckV/GCA_037033565.1"
"210","JAZBMC010000115.1",5528,"No",NA,7,6,0,"Low-quality","Genome-fragment",16.19,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_037033565.1_ASM3703356v1","JAZBMC010000115.1","CheckV/GCA_037033565.1"
"211","JAZBMC010000041.1|provirus_33399_40603",7205,"No",NA,12,8,1,"Low-quality","Genome-fragment",21.87,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_037033565.1_ASM3703356v1","JAZBMC010000041.1","CheckV/GCA_037033565.1"
"212","JAZBMC010000061.1|provirus_60_7565",7506,"Yes",6102,10,5,1,"Low-quality","Genome-fragment",3.3,"AAI-based","(medium-confidence)",18.71,"1","CheckV/GCA_037033565.1_ASM3703356v1","JAZBMC010000061.1","CheckV/GCA_037033565.1"
"213","JAZBMI010000014.1|provirus_35555_50156",14602,"No",NA,22,16,1,"Low-quality","Genome-fragment",43.79,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_037033665.1_ASM3703366v1","JAZBMI010000014.1","CheckV/GCA_037033665.1"
"214","JAZBMI010000016.1|provirus_8817_20246",11430,"No",NA,13,7,0,"Low-quality","Genome-fragment",35.35,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_037033665.1_ASM3703366v1","JAZBMI010000016.1","CheckV/GCA_037033665.1"
"215","JAZBMS010000067.1",18305,"No",NA,26,7,3,"Low-quality","Genome-fragment",43.3,"AAI-based","(medium-confidence)",0,"1","CheckV/GCA_037033865.1_ASM3703386v1","JAZBMS010000067.1","CheckV/GCA_037033865.1"
"216","JAZBMS010000102.1",7728,"Yes",3573,9,1,2,"Low-quality","Genome-fragment",4.56,"HMM-based","(lower-bound)",53.77,"1","CheckV/GCA_037033865.1_ASM3703386v1","JAZBMS010000102.1","CheckV/GCA_037033865.1"
"217","JAZBMS010000111.1",6531,"No",NA,10,6,0,"Low-quality","Genome-fragment",15.29,"AAI-based","(high-confidence)",0,"1","CheckV/GCA_037033865.1_ASM3703386v1","JAZBMS010000111.1","CheckV/GCA_037033865.1"
