"","sys_id","type","subtype","activity","sys_beg","sys_end","protein_in_syst","genes_count","name_of_profiles_in_sys","Genome"
"92","MTCH01000152.1_HEC-09_2","HEC-09","HEC-09","Defense","MTCH01000152.1_5","MTCH01000152.1_5","MTCH01000152.1_5",1,"HEC-09__HEC-09","GCA_002752575.1"
"93","MTCH01000178.1_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","MTCH01000178.1_2","MTCH01000178.1_2","MTCH01000178.1_2",1,"Mok_Hok_Sok__Mok","GCA_002752575.1"
"94","MTCH01000209.1_MazEF_11","MazEF","MazEF","Defense","MTCH01000209.1_6","MTCH01000209.1_7","MTCH01000209.1_6,MTCH01000209.1_7",2,"MazEF__MazE,MazEF__MazF","GCA_002752575.1"
"95","MTCH01000065.1_Retron_VI_7","Retron","Retron_VI","Defense","MTCH01000065.1_13","MTCH01000065.1_14","MTCH01000065.1_13,MTCH01000065.1_14",2,"Retron_VI__HTH,Retron__RT_Tot_10","GCA_002752575.1"
"96","MTCH01000065.1_PD-Lambda-4_6","PD-Lambda-4","PD-Lambda-4","Defense","MTCH01000065.1_15","MTCH01000065.1_16","MTCH01000065.1_15,MTCH01000065.1_16",2,"PD-Lambda-4__PD-Lambda-4_A,PD-Lambda-4__PD-Lambda-4_B","GCA_002752575.1"
"97","MTCH01000068.1_SoFic_10","SoFIC","SoFic","Defense","MTCH01000068.1_10","MTCH01000068.1_10","MTCH01000068.1_10",1,"SoFic__SoFic","GCA_002752575.1"
"98","MTCH01000010.1_DS-39_12","DS-39","DS-39","Defense","MTCH01000010.1_65","MTCH01000010.1_65","MTCH01000010.1_65",1,"DS-39__DS-39","GCA_002752575.1"
"99","MTCH01000091.1_Septu_9","Septu","Septu","Defense","MTCH01000091.1_15","MTCH01000091.1_16","MTCH01000091.1_15,MTCH01000091.1_16",2,"Retron_I_A__HNH_TIGR02646,Septu__PtuA","GCA_002752575.1"
"100","MTCH01000095.1_PD-Lambda-1_5","PD-Lambda-1","PD-Lambda-1","Defense","MTCH01000095.1_8","MTCH01000095.1_8","MTCH01000095.1_8",1,"PD-Lambda-1__PD-Lambda-1","GCA_002752575.1"
"101","DNUQ01000217.1_Septu_1","Septu","Septu","Defense","DNUQ01000217.1_6","DNUQ01000217.1_7","DNUQ01000217.1_6,DNUQ01000217.1_7",2,"Retron_I_A__HNH_TIGR02646,Septu__PtuA","GCA_003507845.1"
"102","DNUM01000539.1_Septu_1","Septu","Septu","Defense","DNUM01000539.1_3","DNUM01000539.1_4","DNUM01000539.1_3,DNUM01000539.1_4",2,"Retron_I_A__HNH_TIGR02646,Septu__PtuA","GCA_003507915.1"
"103","DNUL01000332.1_Septu_1","Septu","Septu","Defense","DNUL01000332.1_7","DNUL01000332.1_8","DNUL01000332.1_7,DNUL01000332.1_8",2,"Retron_I_A__HNH_TIGR02646,Septu__PtuA","GCA_003507935.1"
"104","DOLK01000381.1_Septu_1","Septu","Septu","Defense","DOLK01000381.1_1","DOLK01000381.1_2","DOLK01000381.1_1,DOLK01000381.1_2",2,"Retron_I_A__HNH_TIGR02646,Septu__PtuA","GCA_003509515.1"
"105","DOLI01000197.1_Septu_1","Septu","Septu","Defense","DOLI01000197.1_7","DOLI01000197.1_8","DOLI01000197.1_7,DOLI01000197.1_8",2,"Retron_I_A__HNH_TIGR02646,Septu__PtuA","GCA_003510065.1"
"106","CP033106.1_BREX_I_2","BREX","BREX_I","Defense","CP033106.1_546","CP033106.1_550","CP033106.1_546,CP033106.1_547,CP033106.1_548,CP033106.1_550",4,"BREX__brxB_DUF1788,BREX__brxC,BREX__pglX3,BREX__pglZB","GCA_009676845.1"
"107","CP033106.1_Zorya_TypeI_10","Zorya","Zorya_TypeI","Defense","CP033106.1_555","CP033106.1_558","CP033106.1_555,CP033106.1_556,CP033106.1_557,CP033106.1_558",4,"Zorya_TypeI__ZorC,Zorya_TypeI__ZorD,Zorya__ZorA,Zorya__ZorB","GCA_009676845.1"
"108","CP033106.1_RM_Type_I_12","RM","RM_Type_I","Defense","CP033106.1_559","CP033106.1_561","CP033106.1_559,CP033106.1_560,CP033106.1_561",3,"RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52","GCA_009676845.1"
"109","CP033106.1_Gabija_6","Gabija","Gabija","Defense","CP033106.1_972","CP033106.1_973","CP033106.1_972,CP033106.1_973",2,"Gabija__GajA,Gabija__GajB_2","GCA_009676845.1"
"110","CP033106.1_Gao_Tmn_7","Gao_Tmn","Gao_Tmn","Defense","CP033106.1_1537","CP033106.1_1537","CP033106.1_1537",1,"Gao_Tmn__TmnA","GCA_009676845.1"
"111","CP033106.1_RM_Type_IV_13","RM","RM_Type_IV","Defense","CP033106.1_1538","CP033106.1_1538","CP033106.1_1538",1,"RM_Type_IV__Type_IV_03","GCA_009676845.1"
"112","CP033106.1_CBASS_III_5","CBASS","CBASS_III","Defense","CP033106.1_1543","CP033106.1_1547","CP033106.1_1543,CP033106.1_1545,CP033106.1_1546,CP033106.1_1547",4,"CBASS__Cyclase_II,CBASS__Sensing_TPALS,CBASS__TRIP13,CBASS__bacHORMA_1","GCA_009676845.1"
"113","CP033106.1_CAS_Class1-Subtype-I-F_14","Cas","CAS_Class1-Subtype-I-F","Defense","CP033106.1_2976","CP033106.1_2981","CP033106.1_2976,CP033106.1_2977,CP033106.1_2978,CP033106.1_2979,CP033106.1_2980,CP033106.1_2981",6,"cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_2,cas7f_I-F_2,cas8f_I-F_4","GCA_009676845.1"
"114","CP033106.1_PARIS_II_8","Paris","PARIS_II","Defense","CP033106.1_3258","CP033106.1_3259","CP033106.1_3258,CP033106.1_3259",2,"Paris_II__AriA_AAA21,Paris_II__AriB_DUF4435_II","GCA_009676845.1"
"115","CP033106.1_UG4_9","All_UG","UG4","Defense","CP033106.1_3367","CP033106.1_3376","CP033106.1_3367,CP033106.1_3369,CP033106.1_3370,CP033106.1_3373,CP033106.1_3374,CP033106.1_3375,CP033106.1_3376",7,"UG4__Fimbrae_114,UG4__Fimbrae_231,UG4__Fimbrae_573,UG4__Fimbrae_972,UG4__Fimbrae_999,UG4__Fimbriae_107,UG4__UG4","GCA_009676845.1"
"116","JACSWU010000128.1_Erebus_7","Erebus","Erebus","Defense","JACSWU010000128.1_1","JACSWU010000128.1_1","JACSWU010000128.1_1",1,"Erebus__EruA","GCA_014353905.1"
"117","JACSWU010000147.1_CBASS_II_5","CBASS","CBASS_II","Defense","JACSWU010000147.1_1","JACSWU010000147.1_4","JACSWU010000147.1_1,JACSWU010000147.1_2,JACSWU010000147.1_3,JACSWU010000147.1_4",4,"CBASS__AG_E2_Prok-E2_B,CBASS__Cyclase_II,CBASS__Jab,CBASS__Phospholipase","GCA_014353905.1"
"118","JACSWU010000158.1_RM_Type_II_16","RM","RM_Type_II","Defense","JACSWU010000158.1_3","JACSWU010000158.1_4","JACSWU010000158.1_3,JACSWU010000158.1_4",2,"RM_Type_II__Type_II_MTases_FAM_15,RM_Type_II__Type_II_REase16","GCA_014353905.1"
"119","JACSWU010000158.1_Menshen_1","Menshen","Menshen","Defense","JACSWU010000158.1_5","JACSWU010000158.1_7","JACSWU010000158.1_5,JACSWU010000158.1_6,JACSWU010000158.1_7",3,"Menshen__NsnA,Menshen__NsnB,Menshen__NsnC_2726213746","GCA_014353905.1"
"120","JACSWU010000238.1_DS-42_2","DS-42","DS-42","Defense","JACSWU010000238.1_1","JACSWU010000238.1_3","JACSWU010000238.1_1,JACSWU010000238.1_2,JACSWU010000238.1_3",3,"DS-42__DS-42A,DS-42__DS-42B,DS-42__DS-42C","GCA_014353905.1"
"121","JACSWU010000293.1_AbiC_6","AbiC","AbiC","Defense","JACSWU010000293.1_4","JACSWU010000293.1_4","JACSWU010000293.1_4",1,"AbiC__AbiC","GCA_014353905.1"
"122","JACSWU010000030.1_Avs_V_9","Avs","Avs_V","Defense","JACSWU010000030.1_6","JACSWU010000030.1_6","JACSWU010000030.1_6",1,"Avs_V__Avs5A","GCA_014353905.1"
"123","JACSWU010000036.1_Detocs_hydrolase_15","Detocs","Detocs_hydrolase","Defense","JACSWU010000036.1_8","JACSWU010000036.1_10","JACSWU010000036.1_8,JACSWU010000036.1_9,JACSWU010000036.1_10",3,"Detocs__dtcA,Detocs__dtcB,Detocs__dtcC_hydrolase","GCA_014353905.1"
"124","JACSWU010000061.1_DS-38_10","DS-38","DS-38","Defense","JACSWU010000061.1_14","JACSWU010000061.1_14","JACSWU010000061.1_14",1,"DS-38__DS-38","GCA_014353905.1"
"125","JACSWU010000682.1_SoFic_8","SoFIC","SoFic","Defense","JACSWU010000682.1_2","JACSWU010000682.1_2","JACSWU010000682.1_2",1,"SoFic__SoFic","GCA_014353905.1"
"126","JACSWU010000754.1_Mok_Hok_Sok_11","Mok_Hok_Sok","Mok_Hok_Sok","Defense","JACSWU010000754.1_2","JACSWU010000754.1_2","JACSWU010000754.1_2",1,"Mok_Hok_Sok__Hok","GCA_014353905.1"
"127","JAATFZ010000372.1_GAPS2_2","GAPS2","GAPS2","Defense","JAATFZ010000372.1_5","JAATFZ010000372.1_5","JAATFZ010000372.1_5",1,"GAPS2__GAPS2","GCA_015654895.1"
"128","JAATFZ010000402.1_Mokosh_TypeII_1","Mokosh","Mokosh_TypeII","Defense","JAATFZ010000402.1_2","JAATFZ010000402.1_2","JAATFZ010000402.1_2",1,"Mokosh_TypeII__MkoC","GCA_015654895.1"
"129","JAEUXA010000001.1_DS-1_3","DS-1","DS-1","Defense","JAEUXA010000001.1_206","JAEUXA010000001.1_207","JAEUXA010000001.1_206,JAEUXA010000001.1_207",2,"DS-1__DS-1A,DS-1__DS-1B","GCA_016925695.1"
"130","JAEUXA010000001.1_RloC_5","RloC","RloC","Defense","JAEUXA010000001.1_1691","JAEUXA010000001.1_1691","JAEUXA010000001.1_1691",1,"RloC__RloC","GCA_016925695.1"
"131","JAEUXA010000001.1_RM_Type_III_9","RM","RM_Type_III","Defense","JAEUXA010000001.1_1837","JAEUXA010000001.1_1840","JAEUXA010000001.1_1837,JAEUXA010000001.1_1840",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed","GCA_016925695.1"
"132","JAEUXA010000001.1_RM_Type_I_8","RM","RM_Type_I","Defense","JAEUXA010000001.1_3885","JAEUXA010000001.1_3890","JAEUXA010000001.1_3885,JAEUXA010000001.1_3886,JAEUXA010000001.1_3890",3,"RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_02","GCA_016925695.1"
"133","JAEUXA010000001.1_CBASS_I_2","CBASS","CBASS_I","Defense","JAEUXA010000001.1_3897","JAEUXA010000001.1_3898","JAEUXA010000001.1_3897,JAEUXA010000001.1_3898",2,"CBASS__2TM_Gros,CBASS__A_Cyclase_AGS_C","GCA_016925695.1"
"134","JAEUXA010000001.1_SDIC3_6","SDIC3","SDIC3","Defense","JAEUXA010000001.1_4664","JAEUXA010000001.1_4667","JAEUXA010000001.1_4664,JAEUXA010000001.1_4666,JAEUXA010000001.1_4667",3,"SDIC3__SDIC3B,SDIC3__SDIC3D,SDIC3__SDIC3E","GCA_016925695.1"
"135","JAEUXA010000001.1_Mok_Hok_Sok_4","Mok_Hok_Sok","Mok_Hok_Sok","Defense","JAEUXA010000001.1_5053","JAEUXA010000001.1_5053","JAEUXA010000001.1_5053",1,"Mok_Hok_Sok__Hok","GCA_016925695.1"
"136","CP066780.1_RM_Type_II_5","RM","RM_Type_II","Defense","CP066780.1_48","CP066780.1_49","CP066780.1_48,CP066780.1_49",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCA_017161525.1"
"137","CP066780.1_Dnd_ABCDEFGH_2","Dnd","Dnd_ABCDEFGH","Defense","CP066780.1_437","CP066780.1_446","CP066780.1_437,CP066780.1_438,CP066780.1_439,CP066780.1_443,CP066780.1_444,CP066780.1_445,CP066780.1_446",7,"Dnd_ABCDEFGH__DptF,Dnd_ABCDEFGH__DptG,Dnd_ABCDEFGH__DptH,Dnd__DndB,Dnd__DndC,Dnd__DndD,Dnd__DndE","GCA_017161525.1"
"138","CP066780.1_RM_Type_III_6","RM","RM_Type_III","Defense","CP066780.1_908","CP066780.1_909","CP066780.1_908,CP066780.1_909",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCA_017161525.1"
"139","CP066780.1_Prometheus_4","Prometheus","Prometheus","Defense","CP066780.1_2346","CP066780.1_2346","CP066780.1_2346",1,"Prometheus__ProA","GCA_017161525.1"
"140","CP066780.1_RM_Type_IV_7","RM","RM_Type_IV","Defense","CP066780.1_2347","CP066780.1_2347","CP066780.1_2347",1,"RM_Type_IV__Type_IV_03","GCA_017161525.1"
"141","CP066780.1_CAS_Class1-Subtype-I-E_9","Cas","CAS_Class1-Subtype-I-E","Defense","CP066780.1_2835","CP066780.1_2844","CP066780.1_2835,CP066780.1_2836,CP066780.1_2837,CP066780.1_2838,CP066780.1_2840,CP066780.1_2841,CP066780.1_2843,CP066780.1_2844",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_13,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCA_017161525.1"
"142","CP066780.1_Mok_Hok_Sok_3","Mok_Hok_Sok","Mok_Hok_Sok","Defense","CP066780.1_3101","CP066780.1_3101","CP066780.1_3101",1,"Mok_Hok_Sok__Hok","GCA_017161525.1"
"143","CP066780.1_RM_Type_IV_8","RM","RM_Type_IV","Defense","CP066780.1_3564","CP066780.1_3565","CP066780.1_3564,CP066780.1_3565",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCA_017161525.1"
"144","CP076593.1_Prometheus_4","Prometheus","Prometheus","Defense","CP076593.1_177","CP076593.1_177","CP076593.1_177",1,"Prometheus__ProA","GCA_023612735.1"
"145","CP076593.1_RM_Type_IV_8","RM","RM_Type_IV","Defense","CP076593.1_178","CP076593.1_178","CP076593.1_178",1,"RM_Type_IV__Type_IV_03","GCA_023612735.1"
"146","CP076593.1_CAS_Class1-Subtype-I-E_10","Cas","CAS_Class1-Subtype-I-E","Defense","CP076593.1_663","CP076593.1_674","CP076593.1_663,CP076593.1_664,CP076593.1_665,CP076593.1_666,CP076593.1_667,CP076593.1_669,CP076593.1_670,CP076593.1_672,CP076593.1_673,CP076593.1_674",10,"cas1_I-E_1,cas2_I-E_2,cas3HD_I_1,cas3_I_2,cas5_I-E_13,cas6e_I_II_III_IV_V_VI_1,cas6e_I_II_III_IV_V_VI_3,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCA_023612735.1"
"147","CP076593.1_Mok_Hok_Sok_3","Mok_Hok_Sok","Mok_Hok_Sok","Defense","CP076593.1_924","CP076593.1_924","CP076593.1_924",1,"Mok_Hok_Sok__Hok","GCA_023612735.1"
"148","CP076593.1_RM_Type_II_6","RM","RM_Type_II","Defense","CP076593.1_1544","CP076593.1_1545","CP076593.1_1544,CP076593.1_1545",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCA_023612735.1"
"149","CP076593.1_Retron_IV_5","Retron","Retron_IV","Defense","CP076593.1_1687","CP076593.1_1688","CP076593.1_1687,CP076593.1_1688",2,"Retron_IV__2TM,Retron__RT_Tot_8","GCA_023612735.1"
"150","CP076593.1_RM_Type_IV_9","RM","RM_Type_IV","Defense","CP076593.1_1698","CP076593.1_1699","CP076593.1_1698,CP076593.1_1699",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCA_023612735.1"
"151","CP076593.1_Dnd_ABCDEFGH_2","Dnd","Dnd_ABCDEFGH","Defense","CP076593.1_1910","CP076593.1_1918","CP076593.1_1910,CP076593.1_1911,CP076593.1_1912,CP076593.1_1915,CP076593.1_1916,CP076593.1_1917,CP076593.1_1918",7,"Dnd_ABCDEFGH__DptF,Dnd_ABCDEFGH__DptG,Dnd_ABCDEFGH__DptH,Dnd__DndB,Dnd__DndC,Dnd__DndD,Dnd__DndE","GCA_023612735.1"
"152","CP076593.1_RM_Type_III_7","RM","RM_Type_III","Defense","CP076593.1_2368","CP076593.1_2369","CP076593.1_2368,CP076593.1_2369",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCA_023612735.1"
"153","DALYOG010000008.1_AbiE_1","AbiE","AbiE","Defense","DALYOG010000008.1_8","DALYOG010000008.1_9","DALYOG010000008.1_8,DALYOG010000008.1_9",2,"AbiEii__AbiEi_2,AbiEii__AbiEii","GCA_031974815.1"
"154","DALYOG010000008.1_SDIC3_2","SDIC3","SDIC3","Defense","DALYOG010000008.1_33","DALYOG010000008.1_37","DALYOG010000008.1_33,DALYOG010000008.1_34,DALYOG010000008.1_35,DALYOG010000008.1_36,DALYOG010000008.1_37",5,"SDIC3__SDIC3B,SDIC3__SDIC3C,SDIC3__SDIC3D,SDIC3__SDIC3E,SDIC3__SDIC3F","GCA_031974815.1"
"155","DALYOG010000315.1_Sirona_3","Sirona","Sirona","Defense","DALYOG010000315.1_5","DALYOG010000315.1_5","DALYOG010000315.1_5",1,"Sirona__VCA0356","GCA_031974815.1"
"156","DALYOG010000338.1_SanaTA_4","SanaTA","SanaTA","Defense","DALYOG010000338.1_4","DALYOG010000338.1_5","DALYOG010000338.1_4,DALYOG010000338.1_5",2,"SanaTA__SanaA,SanaTA__SanaT_1","GCA_031974815.1"
"157","DALYOG010000349.1_RM_Type_IV_5","RM","RM_Type_IV","Defense","DALYOG010000349.1_1","DALYOG010000349.1_2","DALYOG010000349.1_1,DALYOG010000349.1_2",2,"RM_Type_IV__FAM_1,RM_Type_IV__FAM_2","GCA_031974815.1"
"158","DALZNU010000047.1_RM_Type_I_4","RM","RM_Type_I","Defense","DALZNU010000047.1_5","DALZNU010000047.1_7","DALZNU010000047.1_5,DALZNU010000047.1_6,DALZNU010000047.1_7",3,"RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51","GCA_032005465.1"
"159","DALZNU010000085.1_MazEF_1","MazEF","MazEF","Defense","DALZNU010000085.1_8","DALZNU010000085.1_9","DALZNU010000085.1_8,DALZNU010000085.1_9",2,"MazEF__MazE,MazEF__MazF","GCA_032005465.1"
"160","DALZNU010000152.1_CAS_Class1-Subtype-I-F_5","Cas","CAS_Class1-Subtype-I-F","Defense","DALZNU010000152.1_1","DALZNU010000152.1_6","DALZNU010000152.1_1,DALZNU010000152.1_2,DALZNU010000152.1_3,DALZNU010000152.1_4,DALZNU010000152.1_5,DALZNU010000152.1_6",6,"cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_4","GCA_032005465.1"
"161","DALZNU010000533.1_Mok_Hok_Sok_2","Mok_Hok_Sok","Mok_Hok_Sok","Defense","DALZNU010000533.1_3","DALZNU010000533.1_3","DALZNU010000533.1_3",1,"Mok_Hok_Sok__Hok","GCA_032005465.1"
"162","CP142261.1_RM_Type_III_5","RM","RM_Type_III","Defense","CP142261.1_557","CP142261.1_559","CP142261.1_557,CP142261.1_558,CP142261.1_559",3,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed,RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed","GCA_036865865.1"
"163","CP142261.1_Mok_Hok_Sok_2","Mok_Hok_Sok","Mok_Hok_Sok","Defense","CP142261.1_691","CP142261.1_691","CP142261.1_691",1,"Mok_Hok_Sok__Hok","GCA_036865865.1"
"164","CP142261.1_RM_Type_III_6","RM","RM_Type_III","Defense","CP142261.1_1734","CP142261.1_1736","CP142261.1_1734,CP142261.1_1735,CP142261.1_1736",3,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed","GCA_036865865.1"
"165","CP142261.1_dGTPase_4","dGTPase","dGTPase","Defense","CP142261.1_3488","CP142261.1_3488","CP142261.1_3488",1,"dGTPase__Sp_dGTPase","GCA_036865865.1"
"166","CP142261.1_PD-Lambda-1_3","PD-Lambda-1","PD-Lambda-1","Defense","CP142261.1_3489","CP142261.1_3489","CP142261.1_3489",1,"PD-Lambda-1__PD-Lambda-1","GCA_036865865.1"
"167","CP142261.1_CAS_Class1-Subtype-I-F_7","Cas","CAS_Class1-Subtype-I-F","Defense","CP142261.1_3698","CP142261.1_3706","CP142261.1_3698,CP142261.1_3699,CP142261.1_3700,CP142261.1_3701,CP142261.1_3704,CP142261.1_3706",6,"cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_4","GCA_036865865.1"
"168","CP142261.1_HEC-09_1","HEC-09","HEC-09","Defense","CP142261.1_4647","CP142261.1_4647","CP142261.1_4647",1,"HEC-09__HEC-09","GCA_036865865.1"
"169","CP142291.1_HEC-09_2","HEC-09","HEC-09","Defense","CP142291.1_75","CP142291.1_75","CP142291.1_75",1,"HEC-09__HEC-09","GCA_036866075.1"
"170","CP142291.1_RM_Type_III_5","RM","RM_Type_III","Defense","CP142291.1_609","CP142291.1_610","CP142291.1_609,CP142291.1_610",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed","GCA_036866075.1"
"171","CP142291.1_Mok_Hok_Sok_4","Mok_Hok_Sok","Mok_Hok_Sok","Defense","CP142291.1_738","CP142291.1_738","CP142291.1_738",1,"Mok_Hok_Sok__Hok","GCA_036866075.1"
"172","CP142291.1_Lamassu-Cap4_nuclease_3","Lamassu-Fam","Lamassu-Cap4_nuclease","Defense","CP142291.1_1074","CP142291.1_1076","CP142291.1_1074,CP142291.1_1075,CP142291.1_1076",3,"Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease","GCA_036866075.1"
"173","CP142291.1_AbiV_1","AbiV","AbiV","Defense","CP142291.1_2593","CP142291.1_2593","CP142291.1_2593",1,"AbiV__AbiV","GCA_036866075.1"
"174","CP142291.1_CAS_Class1-Subtype-I-F_7","Cas","CAS_Class1-Subtype-I-F","Defense","CP142291.1_3617","CP142291.1_3625","CP142291.1_3617,CP142291.1_3618,CP142291.1_3619,CP142291.1_3620,CP142291.1_3624,CP142291.1_3625",6,"cas1_I-F_1,cas3HD_I_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_4","GCA_036866075.1"
"175","CP142292.1_RM_Type_II_6","RM","RM_Type_II","Defense","CP142292.1_3","CP142292.1_18","CP142292.1_3,CP142292.1_4,CP142292.1_7,CP142292.1_8,CP142292.1_11,CP142292.1_12,CP142292.1_17,CP142292.1_18",8,"RM_Type_II__Type_II_MTases_FAM_25,RM_Type_II__Type_II_MTases_FAM_25,RM_Type_II__Type_II_MTases_FAM_25,RM_Type_II__Type_II_MTases_FAM_25,RM_Type_II__Type_II_REase29,RM_Type_II__Type_II_REase29,RM_Type_II__Type_II_REase29,RM_Type_II__Type_II_REase29","GCA_036866075.1"
"176","JAZBKD010000046.1_HEC-06_3","HEC-06","HEC-06","Defense","JAZBKD010000046.1_2","JAZBKD010000046.1_2","JAZBKD010000046.1_2",1,"HEC-06__HEC-06","GCA_037031965.1"
"177","JAZBKD010000066.1_Septu_2","Septu","Septu","Defense","JAZBKD010000066.1_8","JAZBKD010000066.1_9","JAZBKD010000066.1_8,JAZBKD010000066.1_9",2,"Septu__PtuA,Septu__PtuB","GCA_037031965.1"
"178","JAZBKD010000074.1_radar_II_1","RADAR","radar_II","Defense","JAZBKD010000074.1_1","JAZBKD010000074.1_3","JAZBKD010000074.1_1,JAZBKD010000074.1_2,JAZBKD010000074.1_3",3,"radar_II__rdrA_II,radar_II__rdrB_II,radar_II__rdrD_II","GCA_037031965.1"
"179","JAZBKI010000005.1_Hachiman_3","Hachiman","Hachiman","Defense","JAZBKI010000005.1_157","JAZBKI010000005.1_158","JAZBKI010000005.1_157,JAZBKI010000005.1_158",2,"Hachiman__HamA_2,Hachiman__HamB","GCA_037031985.1"
"180","JAZBKI010000010.1_SDIC3_2","SDIC3","SDIC3","Defense","JAZBKI010000010.1_2","JAZBKI010000010.1_5","JAZBKI010000010.1_2,JAZBKI010000010.1_3,JAZBKI010000010.1_4,JAZBKI010000010.1_5",4,"SDIC3__SDIC3B,SDIC3__SDIC3C,SDIC3__SDIC3D,SDIC3__SDIC3E","GCA_037031985.1"
"181","JAZBKI010000010.1_Rst_HelicaseDUF2290_1","Rst_HelicaseDUF2290","Rst_HelicaseDUF2290","Defense","JAZBKI010000010.1_9","JAZBKI010000010.1_10","JAZBKI010000010.1_9,JAZBKI010000010.1_10",2,"Rst_HelicaseDUF2290__DUF2290_Pers,Rst_HelicaseDUF2290__Helicase","GCA_037031985.1"
"182","JAZBKI010000026.1_Septu_5","Septu","Septu","Defense","JAZBKI010000026.1_7","JAZBKI010000026.1_8","JAZBKI010000026.1_7,JAZBKI010000026.1_8",2,"Septu__PtuA_2,Septu__PtuB_2","GCA_037031985.1"
"183","JAZBMC010000098.1_CAS_Class1-Subtype-I-F_1","Cas","CAS_Class1-Subtype-I-F","Defense","JAZBMC010000098.1_1","JAZBMC010000098.1_6","JAZBMC010000098.1_1,JAZBMC010000098.1_2,JAZBMC010000098.1_3,JAZBMC010000098.1_4,JAZBMC010000098.1_5,JAZBMC010000098.1_6",6,"cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_4","GCA_037033565.1"
"184","JAZBMI010000002.1_Septu_1","Septu","Septu","Defense","JAZBMI010000002.1_204","JAZBMI010000002.1_205","JAZBMI010000002.1_204,JAZBMI010000002.1_205",2,"Retron_I_A__HNH_TIGR02646,Septu__PtuA","GCA_037033665.1"
"185","JAZBMI010000004.1_RM_Type_I_4","RM","RM_Type_I","Defense","JAZBMI010000004.1_76","JAZBMI010000004.1_78","JAZBMI010000004.1_76,JAZBMI010000004.1_77,JAZBMI010000004.1_78",3,"RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52","GCA_037033665.1"
"186","JAZBMI010000005.1_TgvAB_2","TgvAB","TgvAB","Defense","JAZBMI010000005.1_1","JAZBMI010000005.1_2","JAZBMI010000005.1_1,JAZBMI010000005.1_2",2,"TgvAB__TgvA,TgvAB__TgvB","GCA_037033665.1"
"187","JAZBMI010000006.1_RM_Type_III_5","RM","RM_Type_III","Defense","JAZBMI010000006.1_177","JAZBMI010000006.1_178","JAZBMI010000006.1_177,JAZBMI010000006.1_178",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCA_037033665.1"
"188","JAZBMS010000001.1_PARIS_I_11","Paris","PARIS_I","Defense","JAZBMS010000001.1_62","JAZBMS010000001.1_63","JAZBMS010000001.1_62,JAZBMS010000001.1_63",2,"Paris_I__AriA_AAA15,Paris_I__AriB_DUF4435_I","GCA_037033865.1"
