"","sys_id","type","subtype","activity","sys_beg","sys_end","protein_in_syst","genes_count","name_of_profiles_in_sys","Genome","Genome2"
"320","GCF_014839305.1_ASM1483930v1_genomic_plasmid_proteins_PD-Lambda-1_4","PD-Lambda-1","PD-Lambda-1","Defense","NZ_JACYNN010000023.1_51","NZ_JACYNN010000023.1_51","NZ_JACYNN010000023.1_51",1,"PD-Lambda-1__PD-Lambda-1","GCF_014839305.1","GCF_014839305.1"
"321","GCF_014839305.1_ASM1483930v1_genomic_plasmid_proteins_Gao_Tmn_2","Gao_Tmn","Gao_Tmn","Defense","NZ_JACYNN010000028.1_35","NZ_JACYNN010000028.1_35","NZ_JACYNN010000028.1_35",1,"Gao_Tmn__TmnA","GCF_014839305.1","GCF_014839305.1"
"322","GCF_014839305.1_ASM1483930v1_genomic_plasmid_proteins_DS-41_1","DS-41","DS-41","Defense","NZ_JACYNN010000028.1_36","NZ_JACYNN010000028.1_36","NZ_JACYNN010000028.1_36",1,"DS-41__DS-41","GCF_014839305.1","GCF_014839305.1"
"323","GCF_014839305.1_ASM1483930v1_genomic_plasmid_proteins_Retron_VI_5","Retron","Retron_VI","Defense","NZ_JACYNN010000042.1_10","NZ_JACYNN010000042.1_11","NZ_JACYNN010000042.1_10,NZ_JACYNN010000042.1_11",2,"Retron_VI__HTH,Retron__RT_Tot_10","GCF_014839305.1","GCF_014839305.1"
"324","GCF_014839305.1_ASM1483930v1_genomic_plasmid_proteins_MazEF_3","MazEF","MazEF","Defense","NZ_JACYNN010000043.1_13","NZ_JACYNN010000043.1_14","NZ_JACYNN010000043.1_13,NZ_JACYNN010000043.1_14",2,"MazEF__MazE,MazEF__MazF","GCF_014839305.1","GCF_014839305.1"
"325","GCF_016624545.1_S38_genomic_plasmid_proteins_Other_Type_IV_5","Other_Type_IV","Other_Type_IV","Defense","NZ_JACVTS010000013.1_179","NZ_JACVTS010000013.1_179","NZ_JACVTS010000013.1_179",1,"RM_Type_IV__Type_IV_03","GCF_016624545.1","GCF_016624545.1"
"326","GCF_016624545.1_S38_genomic_plasmid_proteins_RM_Type_IV_11","RM","RM_Type_IV","Defense","NZ_JACVTS010000013.1_179","NZ_JACVTS010000013.1_179","NZ_JACVTS010000013.1_179",1,"RM_Type_IV__Type_IV_03","GCF_016624545.1","GCF_016624545.1"
"327","GCF_016624545.1_S38_genomic_plasmid_proteins_Other_Type_IV_5","Other_Type_IV","Other_Type_IV","Defense","NZ_JACVTS010000013.1_179","NZ_JACVTS010000013.1_179","NZ_JACVTS010000013.1_179",1,"RM_Type_IV__Type_IV_03","GCF_016624545.1","GCF_016624545.1"
"328","GCF_016624545.1_S38_genomic_plasmid_proteins_RM_Type_IV_11","RM","RM_Type_IV","Defense","NZ_JACVTS010000013.1_179","NZ_JACVTS010000013.1_179","NZ_JACVTS010000013.1_179",1,"RM_Type_IV__Type_IV_03","GCF_016624545.1","GCF_016624545.1"
"329","GCF_016624545.1_S38_genomic_plasmid_proteins_RM_Type_I_10","RM","RM_Type_I","Defense","NZ_JACVTS010000020.1_3","NZ_JACVTS010000020.1_6","NZ_JACVTS010000020.1_3,NZ_JACVTS010000020.1_5,NZ_JACVTS010000020.1_6",3,"RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51","GCF_016624545.1","GCF_016624545.1"
"330","GCF_016624545.1_S38_genomic_plasmid_proteins_Zorya_TypeI_8","Zorya","Zorya_TypeI","Defense","NZ_JACVTS010000020.1_7","NZ_JACVTS010000020.1_10","NZ_JACVTS010000020.1_7,NZ_JACVTS010000020.1_8,NZ_JACVTS010000020.1_9,NZ_JACVTS010000020.1_10",4,"Zorya_TypeI__ZorC,Zorya_TypeI__ZorD,Zorya__ZorA,Zorya__ZorB","GCF_016624545.1","GCF_016624545.1"
"331","GCF_016624545.1_S38_genomic_plasmid_proteins_Mokosh_TypeII_4","Mokosh","Mokosh_TypeII","Defense","NZ_JACVTS010000020.1_17","NZ_JACVTS010000020.1_17","NZ_JACVTS010000020.1_17",1,"Mokosh_TypeII__MkoC","GCF_016624545.1","GCF_016624545.1"
"332","GCF_016624545.1_S38_genomic_plasmid_proteins_PD-T7-2_6","PD-T7-2","PD-T7-2","Defense","NZ_JACVTS010000022.1_1","NZ_JACVTS010000022.1_2","NZ_JACVTS010000022.1_1,NZ_JACVTS010000022.1_2",2,"PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B","GCF_016624545.1","GCF_016624545.1"
"333","GCF_016624545.1_S38_genomic_plasmid_proteins_Aristaios_1","Aristaios","Aristaios","Defense","NZ_JACVTS010000028.1_23","NZ_JACVTS010000028.1_23","NZ_JACVTS010000028.1_23",1,"Aristaios__Aristaios","GCF_016624545.1","GCF_016624545.1"
"334","GCF_016624545.1_S38_genomic_plasmid_proteins_Thoeris_II_7","Thoeris","Thoeris_II","Defense","NZ_JACVTS010000034.1_6","NZ_JACVTS010000034.1_7","NZ_JACVTS010000034.1_6,NZ_JACVTS010000034.1_7",2,"Thoeris__ThsA_MacroTM,Thoeris__ThsB_3","GCF_016624545.1","GCF_016624545.1"
"335","GCF_016624545.1_S38_genomic_plasmid_proteins_Avs7_2","Avs","Avs7","Defense","NZ_JACVTS010000034.1_11","NZ_JACVTS010000034.1_11","NZ_JACVTS010000034.1_11",1,"Avs7__Avs7","GCF_016624545.1","GCF_016624545.1"
"336","GCF_016624545.1_S38_genomic_plasmid_proteins_MazEF_3","MazEF","MazEF","Defense","NZ_JACVTS010000034.1_13","NZ_JACVTS010000034.1_14","NZ_JACVTS010000034.1_13,NZ_JACVTS010000034.1_14",2,"MazEF__MazE,MazEF__MazF","GCF_016624545.1","GCF_016624545.1"
"337","GCF_016624745.1_S43_genomic_plasmid_proteins_Rst_RT-Tm_6","Rst_RT-nitrilase-Tm","Rst_RT-Tm","Defense","NZ_JACVTX010000001.1_309","NZ_JACVTX010000001.1_309","NZ_JACVTX010000001.1_309",1,"Rst_RT-Tm__RT","GCF_016624745.1","GCF_016624745.1"
"338","GCF_016624745.1_S43_genomic_plasmid_proteins_Other_Type_IV_4","Other_Type_IV","Other_Type_IV","Defense","NZ_JACVTX010000001.1_364","NZ_JACVTX010000001.1_364","NZ_JACVTX010000001.1_364",1,"RM_Type_IV__Type_IV_03","GCF_016624745.1","GCF_016624745.1"
"339","GCF_016624745.1_S43_genomic_plasmid_proteins_RM_Type_IV_9","RM","RM_Type_IV","Defense","NZ_JACVTX010000001.1_364","NZ_JACVTX010000001.1_364","NZ_JACVTX010000001.1_364",1,"RM_Type_IV__Type_IV_03","GCF_016624745.1","GCF_016624745.1"
"340","GCF_016624745.1_S43_genomic_plasmid_proteins_RM_Type_IV_9","RM","RM_Type_IV","Defense","NZ_JACVTX010000001.1_364","NZ_JACVTX010000001.1_364","NZ_JACVTX010000001.1_364",1,"RM_Type_IV__Type_IV_03","GCF_016624745.1","GCF_016624745.1"
"341","GCF_016624745.1_S43_genomic_plasmid_proteins_Other_Type_IV_4","Other_Type_IV","Other_Type_IV","Defense","NZ_JACVTX010000001.1_364","NZ_JACVTX010000001.1_364","NZ_JACVTX010000001.1_364",1,"RM_Type_IV__Type_IV_03","GCF_016624745.1","GCF_016624745.1"
"342","GCF_016624745.1_S43_genomic_plasmid_proteins_DS-43_2","DS-43","DS-43","Defense","NZ_JACVTX010000029.1_63","NZ_JACVTX010000029.1_63","NZ_JACVTX010000029.1_63",1,"DS-43__DS-43","GCF_016624745.1","GCF_016624745.1"
"343","GCF_016624745.1_S43_genomic_plasmid_proteins_Toga_8","Toga","Toga","Defense","NZ_JACVTX010000029.1_65","NZ_JACVTX010000029.1_65","NZ_JACVTX010000029.1_65",1,"Toga__Toga","GCF_016624745.1","GCF_016624745.1"
"344","GCF_016624745.1_S43_genomic_plasmid_proteins_AbiE_1","AbiE","AbiE","Defense","NZ_JACVTX010000002.1_53","NZ_JACVTX010000002.1_54","NZ_JACVTX010000002.1_53,NZ_JACVTX010000002.1_54",2,"AbiEii__AbiEi_3,AbiEii__AbiEii","GCF_016624745.1","GCF_016624745.1"
"345","GCF_016624745.1_S43_genomic_plasmid_proteins_Gabija_3","Gabija","Gabija","Defense","NZ_JACVTX010000002.1_291","NZ_JACVTX010000002.1_292","NZ_JACVTX010000002.1_291,NZ_JACVTX010000002.1_292",2,"Gabija__GajA,Gabija__GajB_3","GCF_016624745.1","GCF_016624745.1"
"346","GCF_016624745.1_S43_genomic_plasmid_proteins_PD-T4-5_5","PD-T4-5","PD-T4-5","Defense","NZ_JACVTX010000035.1_8","NZ_JACVTX010000035.1_8","NZ_JACVTX010000035.1_8",1,"PD-T4-5__PD-T4-5","GCF_016624745.1","GCF_016624745.1"
"347","GCF_016624745.1_S43_genomic_plasmid_proteins_Thoeris_II_7","Thoeris","Thoeris_II","Defense","NZ_JACVTX010000009.1_45","NZ_JACVTX010000009.1_47","NZ_JACVTX010000009.1_45,NZ_JACVTX010000009.1_46,NZ_JACVTX010000009.1_47",3,"Thoeris__ThsA_MacroTM,Thoeris__ThsB_3,Thoeris__ThsB_3","GCF_016624745.1","GCF_016624745.1"
"348","GCF_016632325.1_ASM1663232v1_genomic_plasmid_proteins_Thoeris_II_3","Thoeris","Thoeris_II","Defense","NZ_JAEOXF010000012.1_115","NZ_JAEOXF010000012.1_116","NZ_JAEOXF010000012.1_115,NZ_JAEOXF010000012.1_116",2,"Thoeris__ThsA_MacroTM,Thoeris__ThsB_3","GCF_016632325.1","GCF_016632325.1"
"349","GCF_016632325.1_ASM1663232v1_genomic_plasmid_proteins_PfiAT_1","PfiAT","PfiAT","Defense","NZ_JAEOXF010000016.1_47","NZ_JAEOXF010000016.1_48","NZ_JAEOXF010000016.1_47,NZ_JAEOXF010000016.1_48",2,"PfiAT__PfiA,PfiAT__PfiT","GCF_016632325.1","GCF_016632325.1"
"350","GCF_016632325.1_ASM1663232v1_genomic_plasmid_proteins_Septu_2","Septu","Septu","Defense","NZ_JAEOXF010000004.1_101","NZ_JAEOXF010000004.1_102","NZ_JAEOXF010000004.1_101,NZ_JAEOXF010000004.1_102",2,"Septu__PtuA,Septu__PtuB","GCF_016632325.1","GCF_016632325.1"
"351","GCF_016909495.1_ASM1690949v1_genomic_plasmid_proteins_GAPS1_1","GAPS1","GAPS1","Defense","NZ_JAFBFW010000006.1_268","NZ_JAFBFW010000006.1_268","NZ_JAFBFW010000006.1_268",1,"GAPS1__GAPS1","GCF_016909495.1","GCF_016909495.1"
"352","GCF_016909495.1_ASM1690949v1_genomic_plasmid_proteins_MazEF_2","MazEF","MazEF","Defense","NZ_JAFBFW010000007.1_69","NZ_JAFBFW010000007.1_70","NZ_JAFBFW010000007.1_69,NZ_JAFBFW010000007.1_70",2,"MazEF__MazE,MazEF__MazF","GCF_016909495.1","GCF_016909495.1"
"353","GCF_017168115.1_ASM1716811v1_genomic_plasmid_proteins_MazEF_2","MazEF","MazEF","Defense","NZ_MQSZ01000010.1_78","NZ_MQSZ01000010.1_79","NZ_MQSZ01000010.1_78,NZ_MQSZ01000010.1_79",2,"MazEF__MazE,MazEF__MazF","GCF_017168115.1","GCF_017168115.1"
"354","GCF_017168115.1_ASM1716811v1_genomic_plasmid_proteins_DS-43_1","DS-43","DS-43","Defense","NZ_MQSZ01000011.1_54","NZ_MQSZ01000011.1_54","NZ_MQSZ01000011.1_54",1,"DS-43__DS-43","GCF_017168115.1","GCF_017168115.1"
"355","GCF_017875455.1_ASM1787545v1_genomic_plasmid_proteins_PfiAT_1","PfiAT","PfiAT","Defense","NZ_JAGGMP010000002.1_79","NZ_JAGGMP010000002.1_80","NZ_JAGGMP010000002.1_79,NZ_JAGGMP010000002.1_80",2,"PfiAT__PfiA,PfiAT__PfiT","GCF_017875455.1","GCF_017875455.1"
"356","GCF_018141005.1_ASM1814100v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_CP046581.1_59","NZ_CP046581.1_59","NZ_CP046581.1_59",1,"Mok_Hok_Sok__Hok","GCF_018141005.1","GCF_018141005.1"
"357","GCF_018141005.1_ASM1814100v1_genomic_plasmid_proteins_Mok_Hok_Sok_2","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_CP046581.1_250","NZ_CP046581.1_250","NZ_CP046581.1_250",1,"Mok_Hok_Sok__Hok","GCF_018141005.1","GCF_018141005.1"
"358","GCF_018326325.1_ASM1832632v1_genomic_plasmid_proteins_PfiAT_1","PfiAT","PfiAT","Defense","NZ_AP024332.1_33","NZ_AP024332.1_34","NZ_AP024332.1_33,NZ_AP024332.1_34",2,"PfiAT__PfiA,PfiAT__PfiT","GCF_018326325.1","GCF_018326325.1"
"359","GCF_018409035.1_ASM1840903v1_genomic_plasmid_proteins_PfiAT_1","PfiAT","PfiAT","Defense","NZ_AP024330.1_33","NZ_AP024330.1_34","NZ_AP024330.1_33,NZ_AP024330.1_34",2,"PfiAT__PfiA,PfiAT__PfiT","GCF_018409035.1","GCF_018409035.1"
"360","GCF_019132875.1_ASM1913287v1_genomic_plasmid_proteins_Hailibu_Her_DUF_2","Gao_Her","Hailibu_Her_DUF","Defense","NZ_JAHSPF010000016.1_5","NZ_JAHSPF010000016.1_6","NZ_JAHSPF010000016.1_5,NZ_JAHSPF010000016.1_6",2,"Gao_Her_DUF__DUF4297,Gao_Her_DUF__HerA_DUF","GCF_019132875.1","GCF_019132875.1"
"361","GCF_019967055.1_ASM1996705v1_genomic_plasmid_proteins_Retron_VI_2","Retron","Retron_VI","Defense","NZ_JAIMFY010000017.1_4","NZ_JAIMFY010000017.1_5","NZ_JAIMFY010000017.1_4,NZ_JAIMFY010000017.1_5",2,"Retron_VI__HTH,Retron__RT_Tot_10","GCF_019967055.1","GCF_019967055.1"
"362","GCF_019967055.1_ASM1996705v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAIMFY010000025.1_31","NZ_JAIMFY010000025.1_31","NZ_JAIMFY010000025.1_31",1,"Mok_Hok_Sok__Hok","GCF_019967055.1","GCF_019967055.1"
"363","GCF_019967075.1_ASM1996707v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAIMFV010000023.1_13","NZ_JAIMFV010000023.1_13","NZ_JAIMFV010000023.1_13",1,"Mok_Hok_Sok__Hok","GCF_019967075.1","GCF_019967075.1"
"364","GCF_019967115.1_ASM1996711v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAIMFX010000019.1_40","NZ_JAIMFX010000019.1_40","NZ_JAIMFX010000019.1_40",1,"Mok_Hok_Sok__Hok","GCF_019967115.1","GCF_019967115.1"
"365","GCF_020683125.1_ASM2068312v1_genomic_plasmid_proteins_PfiAT_1","PfiAT","PfiAT","Defense","NZ_CP085628.1_99","NZ_CP085628.1_100","NZ_CP085628.1_99,NZ_CP085628.1_100",2,"PfiAT__PfiA,PfiAT__PfiT","GCF_020683125.1","GCF_020683125.1"
"366","GCF_021365485.1_ASM2136548v1_genomic_plasmid_proteins_Thoeris_V_1","Thoeris","Thoeris_V","Defense","NZ_CP089935.1_50","NZ_CP089935.1_53","NZ_CP089935.1_50,NZ_CP089935.1_53",2,"Thoeris__ThsB_6,Thoeris__ThsF_DUF2270","GCF_021365485.1","GCF_021365485.1"
"367","GCF_021365535.1_ASM2136553v1_genomic_plasmid_proteins_Thoeris_V_1","Thoeris","Thoeris_V","Defense","NZ_CP089943.1_51","NZ_CP089943.1_56","NZ_CP089943.1_51,NZ_CP089943.1_56",2,"Thoeris__ThsB_6,Thoeris__ThsF_DUF2270","GCF_021365535.1","GCF_021365535.1"
"368","GCF_023183085.1_ASM2318308v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTKE010000011.1_20","NZ_JAJTKE010000011.1_20","NZ_JAJTKE010000011.1_20",1,"PD-T7-5__PD-T7-5","GCF_023183085.1","GCF_023183085.1"
"369","GCF_023183115.1_ASM2318311v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTKI010000010.1_27","NZ_JAJTKI010000010.1_27","NZ_JAJTKI010000010.1_27",1,"PD-T7-5__PD-T7-5","GCF_023183115.1","GCF_023183115.1"
"370","GCF_023183155.1_ASM2318315v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTKH010000010.1_5","NZ_JAJTKH010000010.1_5","NZ_JAJTKH010000010.1_5",1,"PD-T7-5__PD-T7-5","GCF_023183155.1","GCF_023183155.1"
"371","GCF_023183175.1_ASM2318317v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTKK010000010.1_49","NZ_JAJTKK010000010.1_49","NZ_JAJTKK010000010.1_49",1,"PD-T7-5__PD-T7-5","GCF_023183175.1","GCF_023183175.1"
"372","GCF_023183195.1_ASM2318319v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTKJ010000011.1_34","NZ_JAJTKJ010000011.1_34","NZ_JAJTKJ010000011.1_34",1,"PD-T7-5__PD-T7-5","GCF_023183195.1","GCF_023183195.1"
"373","GCF_023183225.1_ASM2318322v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTKM010000010.1_49","NZ_JAJTKM010000010.1_49","NZ_JAJTKM010000010.1_49",1,"PD-T7-5__PD-T7-5","GCF_023183225.1","GCF_023183225.1"
"374","GCF_023183245.1_ASM2318324v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTKO010000011.1_27","NZ_JAJTKO010000011.1_27","NZ_JAJTKO010000011.1_27",1,"PD-T7-5__PD-T7-5","GCF_023183245.1","GCF_023183245.1"
"375","GCF_023183285.1_ASM2318328v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTKP010000010.1_27","NZ_JAJTKP010000010.1_27","NZ_JAJTKP010000010.1_27",1,"PD-T7-5__PD-T7-5","GCF_023183285.1","GCF_023183285.1"
"376","GCF_023183385.1_ASM2318338v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTKW010000011.1_36","NZ_JAJTKW010000011.1_36","NZ_JAJTKW010000011.1_36",1,"PD-T7-5__PD-T7-5","GCF_023183385.1","GCF_023183385.1"
"377","GCF_023183415.1_ASM2318341v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTKU010000011.1_27","NZ_JAJTKU010000011.1_27","NZ_JAJTKU010000011.1_27",1,"PD-T7-5__PD-T7-5","GCF_023183415.1","GCF_023183415.1"
"378","GCF_023183475.1_ASM2318347v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTKZ010000010.1_40","NZ_JAJTKZ010000010.1_40","NZ_JAJTKZ010000010.1_40",1,"PD-T7-5__PD-T7-5","GCF_023183475.1","GCF_023183475.1"
"379","GCF_023183495.1_ASM2318349v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTLA010000010.1_27","NZ_JAJTLA010000010.1_27","NZ_JAJTLA010000010.1_27",1,"PD-T7-5__PD-T7-5","GCF_023183495.1","GCF_023183495.1"
"380","GCF_023183505.1_ASM2318350v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTLB010000010.1_70","NZ_JAJTLB010000010.1_70","NZ_JAJTLB010000010.1_70",1,"PD-T7-5__PD-T7-5","GCF_023183505.1","GCF_023183505.1"
"381","GCF_023183535.1_ASM2318353v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTKY010000011.1_27","NZ_JAJTKY010000011.1_27","NZ_JAJTKY010000011.1_27",1,"PD-T7-5__PD-T7-5","GCF_023183535.1","GCF_023183535.1"
"382","GCF_023183635.1_ASM2318363v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTLD010000012.1_14","NZ_JAJTLD010000012.1_14","NZ_JAJTLD010000012.1_14",1,"PD-T7-5__PD-T7-5","GCF_023183635.1","GCF_023183635.1"
"383","GCF_023183715.1_ASM2318371v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTLM010000011.1_27","NZ_JAJTLM010000011.1_27","NZ_JAJTLM010000011.1_27",1,"PD-T7-5__PD-T7-5","GCF_023183715.1","GCF_023183715.1"
"384","GCF_023183725.1_ASM2318372v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTLJ010000011.1_23","NZ_JAJTLJ010000011.1_23","NZ_JAJTLJ010000011.1_23",1,"PD-T7-5__PD-T7-5","GCF_023183725.1","GCF_023183725.1"
"385","GCF_023183775.1_ASM2318377v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTLN010000011.1_74","NZ_JAJTLN010000011.1_74","NZ_JAJTLN010000011.1_74",1,"PD-T7-5__PD-T7-5","GCF_023183775.1","GCF_023183775.1"
"386","GCF_023183815.1_ASM2318381v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTLO010000011.1_49","NZ_JAJTLO010000011.1_49","NZ_JAJTLO010000011.1_49",1,"PD-T7-5__PD-T7-5","GCF_023183815.1","GCF_023183815.1"
"387","GCF_023183915.1_ASM2318391v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTLW010000011.1_27","NZ_JAJTLW010000011.1_27","NZ_JAJTLW010000011.1_27",1,"PD-T7-5__PD-T7-5","GCF_023183915.1","GCF_023183915.1"
"388","GCF_023183945.1_ASM2318394v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTLU010000011.1_55","NZ_JAJTLU010000011.1_55","NZ_JAJTLU010000011.1_55",1,"PD-T7-5__PD-T7-5","GCF_023183945.1","GCF_023183945.1"
"389","GCF_023183975.1_ASM2318397v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTLX010000011.1_64","NZ_JAJTLX010000011.1_64","NZ_JAJTLX010000011.1_64",1,"PD-T7-5__PD-T7-5","GCF_023183975.1","GCF_023183975.1"
"390","GCF_023183995.1_ASM2318399v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTLY010000011.1_9","NZ_JAJTLY010000011.1_9","NZ_JAJTLY010000011.1_9",1,"PD-T7-5__PD-T7-5","GCF_023183995.1","GCF_023183995.1"
"391","GCF_023184045.1_ASM2318404v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTMC010000011.1_10","NZ_JAJTMC010000011.1_10","NZ_JAJTMC010000011.1_10",1,"PD-T7-5__PD-T7-5","GCF_023184045.1","GCF_023184045.1"
"392","GCF_023184115.1_ASM2318411v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTMH010000011.1_27","NZ_JAJTMH010000011.1_27","NZ_JAJTMH010000011.1_27",1,"PD-T7-5__PD-T7-5","GCF_023184115.1","GCF_023184115.1"
"393","GCF_023184135.1_ASM2318413v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTMG010000011.1_49","NZ_JAJTMG010000011.1_49","NZ_JAJTMG010000011.1_49",1,"PD-T7-5__PD-T7-5","GCF_023184135.1","GCF_023184135.1"
"394","GCF_023184145.1_ASM2318414v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTMD010000011.1_12","NZ_JAJTMD010000011.1_12","NZ_JAJTMD010000011.1_12",1,"PD-T7-5__PD-T7-5","GCF_023184145.1","GCF_023184145.1"
"395","GCF_023184195.1_ASM2318419v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTMI010000010.1_27","NZ_JAJTMI010000010.1_27","NZ_JAJTMI010000010.1_27",1,"PD-T7-5__PD-T7-5","GCF_023184195.1","GCF_023184195.1"
"396","GCF_023184215.1_ASM2318421v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTMK010000010.1_49","NZ_JAJTMK010000010.1_49","NZ_JAJTMK010000010.1_49",1,"PD-T7-5__PD-T7-5","GCF_023184215.1","GCF_023184215.1"
"397","GCF_023184255.1_ASM2318425v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTMM010000011.1_27","NZ_JAJTMM010000011.1_27","NZ_JAJTMM010000011.1_27",1,"PD-T7-5__PD-T7-5","GCF_023184255.1","GCF_023184255.1"
"398","GCF_023184285.1_ASM2318428v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTML010000011.1_27","NZ_JAJTML010000011.1_27","NZ_JAJTML010000011.1_27",1,"PD-T7-5__PD-T7-5","GCF_023184285.1","GCF_023184285.1"
"399","GCF_023184295.1_ASM2318429v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTMO010000011.1_27","NZ_JAJTMO010000011.1_27","NZ_JAJTMO010000011.1_27",1,"PD-T7-5__PD-T7-5","GCF_023184295.1","GCF_023184295.1"
"400","GCF_023184335.1_ASM2318433v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTMP010000011.1_27","NZ_JAJTMP010000011.1_27","NZ_JAJTMP010000011.1_27",1,"PD-T7-5__PD-T7-5","GCF_023184335.1","GCF_023184335.1"
"401","GCF_023184375.1_ASM2318437v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTMR010000011.1_27","NZ_JAJTMR010000011.1_27","NZ_JAJTMR010000011.1_27",1,"PD-T7-5__PD-T7-5","GCF_023184375.1","GCF_023184375.1"
"402","GCF_023184385.1_ASM2318438v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTMU010000010.1_27","NZ_JAJTMU010000010.1_27","NZ_JAJTMU010000010.1_27",1,"PD-T7-5__PD-T7-5","GCF_023184385.1","GCF_023184385.1"
"403","GCF_023184475.1_ASM2318447v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTMV010000011.1_27","NZ_JAJTMV010000011.1_27","NZ_JAJTMV010000011.1_27",1,"PD-T7-5__PD-T7-5","GCF_023184475.1","GCF_023184475.1"
"404","GCF_023184495.1_ASM2318449v1_genomic_plasmid_proteins_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_JAJTMW010000010.1_49","NZ_JAJTMW010000010.1_49","NZ_JAJTMW010000010.1_49",1,"PD-T7-5__PD-T7-5","GCF_023184495.1","GCF_023184495.1"
"405","GCF_024169515.1_ASM2416951v1_genomic_plasmid_proteins_AbiJ_1","AbiJ","AbiJ","Defense","NZ_JAMKCQ010000002.1_56","NZ_JAMKCQ010000002.1_56","NZ_JAMKCQ010000002.1_56",1,"AbiJ__AbiJ","GCF_024169515.1","GCF_024169515.1"
