"","seq_name","length","topology","coordinates","n_genes","genetic_code","virus_score","fdr","n_hallmarks","marker_enrichment","taxonomy","Genome"
"116","DOOK01000089.1",8474,"No","terminal","repeats",NA,9,11,0.9981,NA,"4","GCA_003512805.1_ASM351280v1_genomic_summary/GCA_003512805.1_ASM351280v1_genomic_virus_summary.tsv"
"117","DOOK01000180.1",10967,"No","terminal","repeats",NA,16,11,0.9979,NA,"5","GCA_003512805.1_ASM351280v1_genomic_summary/GCA_003512805.1_ASM351280v1_genomic_virus_summary.tsv"
"118","DOOK01000342.1|provirus_1_6790",6790,"Provirus","1-6790","8",11,0.9966,NA,4,8.6579,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_003512805.1_ASM351280v1_genomic_summary/GCA_003512805.1_ASM351280v1_genomic_virus_summary.tsv"
"119","DOOK01000040.1",9500,"No","terminal","repeats",NA,7,11,0.9899,NA,"1","GCA_003512805.1_ASM351280v1_genomic_summary/GCA_003512805.1_ASM351280v1_genomic_virus_summary.tsv"
"120","DOOK01000450.1",7984,"No","terminal","repeats",NA,7,11,0.9746,NA,"0","GCA_003512805.1_ASM351280v1_genomic_summary/GCA_003512805.1_ASM351280v1_genomic_virus_summary.tsv"
"121","DOOK01000319.1",2881,"No","terminal","repeats",NA,4,11,0.9579,NA,"0","GCA_003512805.1_ASM351280v1_genomic_summary/GCA_003512805.1_ASM351280v1_genomic_virus_summary.tsv"
"122","CP033106.1|provirus_2331111_2386608",55498,"Provirus","2331111-2386608","88",11,0.9997,NA,22,87.9465,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_009676845.1_ASM967684v1_genomic_summary/GCA_009676845.1_ASM967684v1_genomic_virus_summary.tsv"
"123","SEZU01000438.1",4021,"No","terminal","repeats",NA,8,11,0.9995,NA,"6","GCA_012027475.1_ASM1202747v1_genomic_summary/GCA_012027475.1_ASM1202747v1_genomic_virus_summary.tsv"
"124","SEZU01000439.1",5199,"No","terminal","repeats",NA,9,11,0.9994,NA,"2","GCA_012027475.1_ASM1202747v1_genomic_summary/GCA_012027475.1_ASM1202747v1_genomic_virus_summary.tsv"
"125","SEZU01000560.1",4365,"No","terminal","repeats",NA,7,11,0.9983,NA,"3","GCA_012027475.1_ASM1202747v1_genomic_summary/GCA_012027475.1_ASM1202747v1_genomic_virus_summary.tsv"
"126","SEZU01000400.1",9195,"No","terminal","repeats",NA,16,11,0.9981,NA,"3","GCA_012027475.1_ASM1202747v1_genomic_summary/GCA_012027475.1_ASM1202747v1_genomic_virus_summary.tsv"
"127","SEZU01000387.1",2579,"No","terminal","repeats",NA,5,11,0.9869,NA,"1","GCA_012027475.1_ASM1202747v1_genomic_summary/GCA_012027475.1_ASM1202747v1_genomic_virus_summary.tsv"
"128","SEZU01000077.1",2535,"No","terminal","repeats",NA,6,11,0.9805,NA,"1","GCA_012027475.1_ASM1202747v1_genomic_summary/GCA_012027475.1_ASM1202747v1_genomic_virus_summary.tsv"
"129","SEZU01000422.1",9524,"No","terminal","repeats",NA,12,11,0.9729,NA,"0","GCA_012027475.1_ASM1202747v1_genomic_summary/GCA_012027475.1_ASM1202747v1_genomic_virus_summary.tsv"
"130","SEZU01000097.1",2139,"No","terminal","repeats",NA,4,11,0.9429,NA,"1","GCA_012027475.1_ASM1202747v1_genomic_summary/GCA_012027475.1_ASM1202747v1_genomic_virus_summary.tsv"
"131","SEZU01000336.1",1352,"No","terminal","repeats",NA,3,11,0.9427,NA,"1","GCA_012027475.1_ASM1202747v1_genomic_summary/GCA_012027475.1_ASM1202747v1_genomic_virus_summary.tsv"
"132","SEZU01000390.1",3466,"No","terminal","repeats",NA,6,11,0.9247,NA,"0","GCA_012027475.1_ASM1202747v1_genomic_summary/GCA_012027475.1_ASM1202747v1_genomic_virus_summary.tsv"
"133","SEZU01000084.1",6423,"No","terminal","repeats",NA,10,11,0.8844,NA,"0","GCA_012027475.1_ASM1202747v1_genomic_summary/GCA_012027475.1_ASM1202747v1_genomic_virus_summary.tsv"
"134","SEZU01000393.1",1433,"No","terminal","repeats",NA,4,11,0.8296,NA,"1","GCA_012027475.1_ASM1202747v1_genomic_summary/GCA_012027475.1_ASM1202747v1_genomic_virus_summary.tsv"
"135","SEZU01000411.1",3136,"No","terminal","repeats",NA,7,11,0.7425,NA,"0","GCA_012027475.1_ASM1202747v1_genomic_summary/GCA_012027475.1_ASM1202747v1_genomic_virus_summary.tsv"
"136","JACSWU010000022.1",18397,"No","terminal","repeats",NA,24,11,0.9998,NA,"11","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"137","JACSWU010000427.1",4048,"No","terminal","repeats",NA,5,11,0.9998,NA,"2","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"138","JACSWU010000219.1",7215,"No","terminal","repeats",NA,10,11,0.9998,NA,"7","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"139","JACSWU010000511.1",3333,"No","terminal","repeats",NA,6,11,0.9997,NA,"0","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"140","JACSWU010000429.1",3954,"No","terminal","repeats",NA,7,11,0.9997,NA,"2","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"141","JACSWU010000606.1",2520,"No","terminal","repeats",NA,4,11,0.9995,NA,"1","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"142","JACSWU010000489.1",3443,"No","terminal","repeats",NA,2,11,0.9994,NA,"2","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"143","JACSWU010000411.1",4177,"No","terminal","repeats",NA,2,11,0.9993,NA,"0","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"144","JACSWU010000857.1",1099,"No","terminal","repeats",NA,1,11,0.9992,NA,"1","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"145","JACSWU010000189.1",7739,"No","terminal","repeats",NA,9,11,0.9991,NA,"6","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"146","JACSWU010000090.1",11493,"No","terminal","repeats",NA,22,11,0.999,NA,"1","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"147","JACSWU010000052.1",14575,"No","terminal","repeats",NA,21,11,0.9989,NA,"1","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"148","JACSWU010000244.1",6626,"No","terminal","repeats",NA,10,11,0.9983,NA,"0","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"149","JACSWU010000120.1",9829,"No","terminal","repeats",NA,8,11,0.9983,NA,"1","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"150","JACSWU010000238.1",6745,"No","terminal","repeats",NA,9,11,0.9981,NA,"1","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"151","JACSWU010000633.1",2370,"No","terminal","repeats",NA,5,11,0.9977,NA,"4","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"152","JACSWU010000825.1",1144,"No","terminal","repeats",NA,2,11,0.9975,NA,"2","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"153","JACSWU010000573.1",2805,"No","terminal","repeats",NA,6,11,0.9973,NA,"3","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"154","JACSWU010000693.1",2001,"No","terminal","repeats",NA,3,11,0.9949,NA,"1","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"155","JACSWU010000089.1",11444,"No","terminal","repeats",NA,15,11,0.9922,NA,"1","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"156","JACSWU010000278.1",5975,"No","terminal","repeats",NA,8,11,0.9901,NA,"2","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"157","JACSWU010000688.1",2092,"No","terminal","repeats",NA,2,11,0.9829,NA,"1","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"158","JACSWU010000447.1",3798,"No","terminal","repeats",NA,3,11,0.9667,NA,"0","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"159","JACSWU010000939.1",710,"No","terminal","repeats",NA,1,11,0.9598,NA,"1","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"160","JACSWU010000614.1",2505,"No","terminal","repeats",NA,3,11,0.9464,NA,"0","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"161","JACSWU010000482.1",3574,"No","terminal","repeats",NA,3,11,0.8783,NA,"0","GCA_014353905.1_ASM1435390v1_genomic_summary/GCA_014353905.1_ASM1435390v1_genomic_virus_summary.tsv"
"162","JAATFZ010000577.1",3324,"No","terminal","repeats",NA,2,11,0.9909,NA,"0","GCA_015654895.1_ASM1565489v1_genomic_summary/GCA_015654895.1_ASM1565489v1_genomic_virus_summary.tsv"
"163","JAATFZ010000148.1",6856,"No","terminal","repeats",NA,6,11,0.9837,NA,"0","GCA_015654895.1_ASM1565489v1_genomic_summary/GCA_015654895.1_ASM1565489v1_genomic_virus_summary.tsv"
"164","JAEUXA010000001.1|provirus_2574146_2624524",50379,"Provirus","2574146-2624524","94",11,0.9998,NA,16,91.2604,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_016925695.1_ASM1692569v1_genomic_summary/GCA_016925695.1_ASM1692569v1_genomic_virus_summary.tsv"
"165","JAEUXA010000001.1|provirus_2771261_2814167",42907,"Provirus","2771261-2814167","61",11,0.9996,NA,12,61.624,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_016925695.1_ASM1692569v1_genomic_summary/GCA_016925695.1_ASM1692569v1_genomic_virus_summary.tsv"
"166","JAEUXA010000001.1|provirus_3897691_3957408",59718,"Provirus","3897691-3957408","91",11,0.9996,NA,22,89.9454,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_016925695.1_ASM1692569v1_genomic_summary/GCA_016925695.1_ASM1692569v1_genomic_virus_summary.tsv"
"167","JAEUXA010000001.1|provirus_2203108_2235178",32071,"Provirus","2203108-2235178","46",11,0.9995,NA,16,53.94,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_016925695.1_ASM1692569v1_genomic_summary/GCA_016925695.1_ASM1692569v1_genomic_virus_summary.tsv"
"168","JAEUXA010000001.1|provirus_2992923_3026109",33187,"Provirus","2992923-3026109","58",11,0.9995,NA,16,63.6901,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_016925695.1_ASM1692569v1_genomic_summary/GCA_016925695.1_ASM1692569v1_genomic_virus_summary.tsv"
"169","JAEUXA010000001.1|provirus_147695_225154",77460,"Provirus","147695-225154","113",11,0.9993,NA,39,114.6122,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_016925695.1_ASM1692569v1_genomic_summary/GCA_016925695.1_ASM1692569v1_genomic_virus_summary.tsv"
"170","JAEUXA010000001.1|provirus_1125130_1139407",14278,"Provirus","1125130-1139407","23",11,0.9984,NA,14,25.6932,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_016925695.1_ASM1692569v1_genomic_summary/GCA_016925695.1_ASM1692569v1_genomic_virus_summary.tsv"
"171","CP066780.1|provirus_3416083_3431456",15374,"Provirus","3416083-3431456","19",11,0.9913,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_017161525.1_ASM1716152v1_genomic_summary/GCA_017161525.1_ASM1716152v1_genomic_virus_summary.tsv"
"172","CP076593.1|provirus_1226176_1241549",15374,"Provirus","1226176-1241549","19",11,0.9913,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_023612735.1_ASM2361273v1_genomic_summary/GCA_023612735.1_ASM2361273v1_genomic_virus_summary.tsv"
"173","DALYOG010000241.1",6491,"No","terminal","repeats",NA,9,11,0.9994,NA,"1","GCA_031974815.1_ASM3197481v1_genomic_summary/GCA_031974815.1_ASM3197481v1_genomic_virus_summary.tsv"
"174","DALYOG010000078.1|provirus_1_9364",9364,"Provirus","1-9364","11",11,0.9991,NA,4,14.8476,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_031974815.1_ASM3197481v1_genomic_summary/GCA_031974815.1_ASM3197481v1_genomic_virus_summary.tsv"
"175","DALYOG010000280.1",4906,"No","terminal","repeats",NA,7,11,0.9991,NA,"1","GCA_031974815.1_ASM3197481v1_genomic_summary/GCA_031974815.1_ASM3197481v1_genomic_virus_summary.tsv"
"176","DALYOG010000017.1|provirus_16727_28297",11571,"Provirus","16727-28297","20",11,0.999,NA,3,21.5529,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_031974815.1_ASM3197481v1_genomic_summary/GCA_031974815.1_ASM3197481v1_genomic_virus_summary.tsv"
"177","DALYOG010000174.1",8684,"No","terminal","repeats",NA,13,11,0.9987,NA,"2","GCA_031974815.1_ASM3197481v1_genomic_summary/GCA_031974815.1_ASM3197481v1_genomic_virus_summary.tsv"
"178","DALYOG010000235.1",6707,"No","terminal","repeats",NA,6,11,0.9937,NA,"0","GCA_031974815.1_ASM3197481v1_genomic_summary/GCA_031974815.1_ASM3197481v1_genomic_virus_summary.tsv"
"179","DALYOG010000095.1|provirus_4827_12918",8092,"Provirus","4827-12918","10",11,0.9932,NA,1,9.0606,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_031974815.1_ASM3197481v1_genomic_summary/GCA_031974815.1_ASM3197481v1_genomic_virus_summary.tsv"
"180","DALYOG010000324.1",3886,"No","terminal","repeats",NA,6,11,0.985,NA,"0","GCA_031974815.1_ASM3197481v1_genomic_summary/GCA_031974815.1_ASM3197481v1_genomic_virus_summary.tsv"
"181","DALYOG010000255.1",5787,"No","terminal","repeats",NA,6,11,0.9212,NA,"0","GCA_031974815.1_ASM3197481v1_genomic_summary/GCA_031974815.1_ASM3197481v1_genomic_virus_summary.tsv"
"182","DALYOG010000177.1",8597,"No","terminal","repeats",NA,10,11,0.9138,NA,"0","GCA_031974815.1_ASM3197481v1_genomic_summary/GCA_031974815.1_ASM3197481v1_genomic_virus_summary.tsv"
"183","DALYOG010000211.1",7372,"No","terminal","repeats",NA,6,11,0.7344,NA,"0","GCA_031974815.1_ASM3197481v1_genomic_summary/GCA_031974815.1_ASM3197481v1_genomic_virus_summary.tsv"
"184","DALZNU010000252.1",6608,"No","terminal","repeats",NA,8,11,0.9997,NA,"3","GCA_032005465.1_ASM3200546v1_genomic_summary/GCA_032005465.1_ASM3200546v1_genomic_virus_summary.tsv"
"185","DALZNU010000295.1",5736,"No","terminal","repeats",NA,6,11,0.998,NA,"1","GCA_032005465.1_ASM3200546v1_genomic_summary/GCA_032005465.1_ASM3200546v1_genomic_virus_summary.tsv"
"186","DALZNU010000129.1",10019,"No","terminal","repeats",NA,13,11,0.9975,NA,"4","GCA_032005465.1_ASM3200546v1_genomic_summary/GCA_032005465.1_ASM3200546v1_genomic_virus_summary.tsv"
"187","DALZNU010000247.1",6651,"No","terminal","repeats",NA,6,11,0.9712,NA,"0","GCA_032005465.1_ASM3200546v1_genomic_summary/GCA_032005465.1_ASM3200546v1_genomic_virus_summary.tsv"
"188","DALZNU010000290.1",5868,"No","terminal","repeats",NA,10,11,0.94,NA,"0","GCA_032005465.1_ASM3200546v1_genomic_summary/GCA_032005465.1_ASM3200546v1_genomic_virus_summary.tsv"
"189","DALZNU010000484.1",2827,"No","terminal","repeats",NA,3,11,0.8905,NA,"0","GCA_032005465.1_ASM3200546v1_genomic_summary/GCA_032005465.1_ASM3200546v1_genomic_virus_summary.tsv"
"190","DALZNU010000422.1",3575,"No","terminal","repeats",NA,4,11,0.716,NA,"0","GCA_032005465.1_ASM3200546v1_genomic_summary/GCA_032005465.1_ASM3200546v1_genomic_virus_summary.tsv"
"191","DALZNU010000184.1",8069,"No","terminal","repeats",NA,9,11,0.7028,NA,"0","GCA_032005465.1_ASM3200546v1_genomic_summary/GCA_032005465.1_ASM3200546v1_genomic_virus_summary.tsv"
"192","CP142261.1|provirus_1223095_1312971",89877,"Provirus","1223095-1312971","145",11,0.9997,NA,33,156.1187,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_036865865.1_ASM3686586v1_genomic_summary/GCA_036865865.1_ASM3686586v1_genomic_virus_summary.tsv"
"193","CP142261.1|provirus_1754219_1804420",50202,"Provirus","1754219-1804420","81",11,0.9996,NA,11,73.873,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_036865865.1_ASM3686586v1_genomic_summary/GCA_036865865.1_ASM3686586v1_genomic_virus_summary.tsv"
"194","CP142261.1|provirus_1871014_1881750",10737,"Provirus","1871014-1881750","15",11,0.9994,NA,7,19.4252,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_036865865.1_ASM3686586v1_genomic_summary/GCA_036865865.1_ASM3686586v1_genomic_virus_summary.tsv"
"195","CP142261.1|provirus_3791890_3805074",13185,"Provirus","3791890-3805074","25",11,0.9988,NA,17,29.0549,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_036865865.1_ASM3686586v1_genomic_summary/GCA_036865865.1_ASM3686586v1_genomic_virus_summary.tsv"
"196","CP142291.1|provirus_1722072_1771296",49225,"Provirus","1722072-1771296","79",11,0.9996,NA,8,72.5889,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_036866075.1_ASM3686607v1_genomic_summary/GCA_036866075.1_ASM3686607v1_genomic_virus_summary.tsv"
"197","CP142291.1|provirus_1933325_1966097",32773,"Provirus","1933325-1966097","45",11,0.9994,NA,14,44.7095,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_036866075.1_ASM3686607v1_genomic_summary/GCA_036866075.1_ASM3686607v1_genomic_virus_summary.tsv"
"198","CP142291.1|provirus_3232934_3273513",40580,"Provirus","3232934-3273513","65",11,0.9991,NA,17,50.0675,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_036866075.1_ASM3686607v1_genomic_summary/GCA_036866075.1_ASM3686607v1_genomic_virus_summary.tsv"
"199","CP142291.1|provirus_3813396_3826578",13183,"Provirus","3813396-3826578","26",11,0.9991,NA,18,32.4915,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_036866075.1_ASM3686607v1_genomic_summary/GCA_036866075.1_ASM3686607v1_genomic_virus_summary.tsv"
"200","CP142291.1|provirus_1840122_1848049",7928,"Provirus","1840122-1848049","12",11,0.9983,NA,5,14.5928,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_036866075.1_ASM3686607v1_genomic_summary/GCA_036866075.1_ASM3686607v1_genomic_virus_summary.tsv"
"201","JAZBKD010000092.1",2793,"No","terminal","repeats",NA,4,11,0.9994,NA,"1","GCA_037031965.1_ASM3703196v1_genomic_summary/GCA_037031965.1_ASM3703196v1_genomic_virus_summary.tsv"
"202","JAZBKD010000017.1|provirus_35508_49533",14026,"Provirus","35508-49533","20",11,0.9991,NA,14,25.9604,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_037031965.1_ASM3703196v1_genomic_summary/GCA_037031965.1_ASM3703196v1_genomic_virus_summary.tsv"
"203","JAZBKI010000040.1",46901,"DTR",NA,"67",11,0.9998,NA,14,72.688,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_037031985.1_ASM3703198v1_genomic_summary/GCA_037031985.1_ASM3703198v1_genomic_virus_summary.tsv"
"204","JAZBKI010000070.1",3081,"No","terminal","repeats",NA,5,11,0.999,NA,"3","GCA_037031985.1_ASM3703198v1_genomic_summary/GCA_037031985.1_ASM3703198v1_genomic_virus_summary.tsv"
"205","JAZBKI010000014.1|provirus_100220_109062",8843,"Provirus","100220-109062","14",11,0.9985,NA,10,17.1336,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_037031985.1_ASM3703198v1_genomic_summary/GCA_037031985.1_ASM3703198v1_genomic_virus_summary.tsv"
"206","JAZBKT010000022.1|provirus_33273_48034",14762,"Provirus","33273-48034","21",11,0.9993,NA,15,27.2473,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_037032905.1_ASM3703290v1_genomic_summary/GCA_037032905.1_ASM3703290v1_genomic_virus_summary.tsv"
"207","JAZBKT010000039.1|provirus_132_7181",7050,"Provirus","132-7181","9",11,0.9942,NA,1,8.8835,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_037032905.1_ASM3703290v1_genomic_summary/GCA_037032905.1_ASM3703290v1_genomic_virus_summary.tsv"
"208","JAZBMC010000073.1",18269,"No","terminal","repeats",NA,21,11,0.9998,NA,"12","GCA_037033565.1_ASM3703356v1_genomic_summary/GCA_037033565.1_ASM3703356v1_genomic_virus_summary.tsv"
"209","JAZBMC010000104.1",7773,"No","terminal","repeats",NA,11,11,0.9997,NA,"8","GCA_037033565.1_ASM3703356v1_genomic_summary/GCA_037033565.1_ASM3703356v1_genomic_virus_summary.tsv"
"210","JAZBMC010000115.1",5528,"No","terminal","repeats",NA,7,11,0.9996,NA,"5","GCA_037033565.1_ASM3703356v1_genomic_summary/GCA_037033565.1_ASM3703356v1_genomic_virus_summary.tsv"
"211","JAZBMC010000041.1|provirus_33399_40603",7205,"Provirus","33399-40603","12",11,0.9989,NA,9,15.8214,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_037033565.1_ASM3703356v1_genomic_summary/GCA_037033565.1_ASM3703356v1_genomic_virus_summary.tsv"
"212","JAZBMC010000061.1|provirus_60_7565",7506,"Provirus","60-7565","10",11,0.991,NA,1,8.8835,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_037033565.1_ASM3703356v1_genomic_summary/GCA_037033565.1_ASM3703356v1_genomic_virus_summary.tsv"
"213","JAZBMI010000014.1|provirus_35555_50156",14602,"Provirus","35555-50156","22",11,0.9989,NA,15,27.2726,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_037033665.1_ASM3703366v1_genomic_summary/GCA_037033665.1_ASM3703366v1_genomic_virus_summary.tsv"
"214","JAZBMI010000016.1|provirus_8817_20246",11430,"Provirus","8817-20246","14",11,0.9978,NA,5,13.4332,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCA_037033665.1_ASM3703366v1_genomic_summary/GCA_037033665.1_ASM3703366v1_genomic_virus_summary.tsv"
"215","JAZBMS010000111.1",6531,"No","terminal","repeats",NA,10,11,0.9998,NA,"5","GCA_037033865.1_ASM3703386v1_genomic_summary/GCA_037033865.1_ASM3703386v1_genomic_virus_summary.tsv"
